Vertices,Gen set,Diameter,Average distance,Bisection width,Connections
282,1 74 100,6,4.39858,350,846
282,2 31 38,6,4.39858,142,846
282,2 61 104,6,4.39858,334,846
282,4 19 74,6,4.39858,194,846
282,4 76 79,6,4.39858,318,846
282,5 64 88,6,4.39858,314,846
282,7 46 136,6,4.39858,378,846
282,8 17 130,6,4.39858,310,846
282,8 103 134,6,4.39858,490,846
282,10 23 44,6,4.39858,154,846
282,10 92 127,6,4.39858,458,846
282,11 28 32,6,4.39858,142,846
282,13 110 116,6,4.39858,478,846
282,14 16 65,6,4.39858,190,846
282,14 118 137,6,4.39858,538,846
282,16 22 107,6,4.39858,290,846
282,20 88 95,6,4.39858,406,846
282,20 98 113,6,4.39858,462,846
282,22 59 136,6,4.39858,434,846
282,25 38 124,6,4.39858,374,846
282,26 53 58,6,4.39858,274,846
282,26 70 121,6,4.39858,434,846
282,28 46 133,6,4.39858,414,846
282,29 80 110,6,4.39858,438,846
282,32 44 73,6,4.39858,298,846
282,34 37 82,6,4.39858,306,846
282,34 76 91,6,4.39858,402,846
282,35 52 116,6,4.39858,406,846
282,40 49 106,6,4.39858,390,846
282,40 85 86,6,4.39858,422,846
282,41 68 130,6,4.39858,478,846
282,43 70 80,6,4.39858,386,846
282,50 62 115,6,4.39858,454,846
282,50 71 104,6,4.39858,450,846
282,52 101 140,6,4.39858,586,846
282,55 122 140,6,4.39858,634,846
282,56 64 119,6,4.39858,478,846
282,56 92 125,6,4.39858,546,846
282,58 77 86,6,4.39858,442,846
282,62 83 122,6,4.39858,534,846
282,67 68 118,6,4.39858,506,846
282,82 134 139,6,4.39858,710,846
282,89 100 124,6,4.39858,626,846
282,97 112 128,6,4.39858,674,846
282,98 109 112,6,4.39858,638,846
282,106 128 131,6,4.39858,730,846
