Vertices,Gen set,Diameter,Average distance,BW,Connections
1458,1 53,27,18.0062,108,2916
1458,1 55,27,18.0062,112,2916
1458,1 107,27,18.0062,216,2916
1458,1 109,27,18.0062,220,2916
1458,1 215,27,18.0062,432,2916
1458,1 217,27,18.0062,436,2916
1458,1 269,27,18.0062,540,2916
1458,1 271,27,18.0062,544,2916
1458,1 377,27,18.0062,756,2916
1458,1 379,27,18.0062,760,2916
1458,1 431,27,18.0062,864,2916
1458,1 433,27,18.0062,868,2916
1458,1 539,27,18.0062,1080,2916
1458,1 541,27,18.0062,1084,2916
1458,1 593,27,18.0062,1188,2916
1458,1 595,27,18.0062,1192,2916
1458,1 676,27,18.0062,1354,2916
1458,1 701,27,18.0062,1404,2916
1458,1 703,27,18.0062,1408,2916
