Vertices,Gen set,Diameter,Average distance,Bisection width,Connections
123,1 4 10 17 45,3,2.42623,154,615
123,1 4 10 17 49,3,2.42623,162,615
123,1 4 10 17 50,3,2.42623,164,615
123,1 4 10 22 39,3,2.42623,152,615
123,1 4 10 22 49,3,2.42623,172,615
123,1 4 10 23 39,3,2.42623,154,615
123,1 4 10 23 49,3,2.42623,174,615
123,1 4 10 25 43,3,2.42623,166,615
123,1 4 10 26 38,3,2.42623,158,615
123,1 4 10 26 43,3,2.42623,168,615
123,1 4 10 26 44,3,2.42623,170,615
123,1 4 10 26 54,3,2.42623,190,615
123,1 4 10 26 55,3,2.42623,192,615
123,1 4 10 28 44,3,2.42623,174,615
123,1 4 10 28 45,3,2.42623,176,615
123,1 4 10 29 50,3,2.42623,188,615
123,1 4 10 29 51,3,2.42623,190,615
123,1 4 10 31 49,3,2.42623,190,615
123,1 4 10 31 50,3,2.42623,192,615
123,1 4 10 32 47,3,2.42623,188,615
123,1 4 10 32 51,3,2.42623,196,615
123,1 4 10 32 53,3,2.42623,200,615
123,1 4 10 33 46,3,2.42623,188,615
123,1 4 10 33 48,3,2.42623,192,615
123,1 4 10 33 49,3,2.42623,194,615
123,1 4 10 33 54,3,2.42623,204,615
123,1 4 10 34 50,3,2.42623,198,615
123,1 4 10 34 52,3,2.42623,202,615
123,1 4 10 35 48,3,2.42623,196,615
123,1 4 10 35 58,3,2.42623,216,615
123,1 4 10 36 48,3,2.42623,198,615
123,1 4 10 36 49,3,2.42623,200,615
123,1 4 10 36 54,3,2.42623,210,615
123,1 4 10 36 58,3,2.42623,218,615
123,1 4 10 37 52,3,2.42623,208,615
123,1 4 10 37 54,3,2.42623,212,615
123,1 4 10 37 58,3,2.42623,220,615
123,1 4 10 38 54,3,2.42623,214,615
123,1 4 10 39 58,3,2.42623,224,615
123,1 4 10 42 54,3,2.42623,222,615
123,1 4 10 46 53,3,2.42623,228,615
123,1 4 11 17 48,3,2.42623,162,615
123,1 4 11 17 49,3,2.42623,164,615
123,1 4 11 17 52,3,2.42623,170,615
123,1 4 11 20 43,3,2.42623,158,615
123,1 4 11 20 45,3,2.42623,162,615
123,1 4 11 20 49,3,2.42623,170,615
123,1 4 11 24 42,3,2.42623,164,615
123,1 4 11 24 43,3,2.42623,166,615
123,1 4 11 24 53,3,2.42623,186,615
123,1 4 11 25 45,3,2.42623,172,615
123,1 4 11 25 53,3,2.42623,188,615
123,1 4 11 25 55,3,2.42623,192,615
123,1 4 11 27 44,3,2.42623,174,615
123,1 4 11 27 51,3,2.42623,188,615
123,1 4 11 27 52,3,2.42623,190,615
123,1 4 11 27 57,3,2.42623,200,615
123,1 4 11 29 38,3,2.42623,166,615
123,1 4 11 29 42,3,2.42623,174,615
123,1 4 11 29 46,3,2.42623,182,615
123,1 4 11 29 48,3,2.42623,186,615
123,1 4 11 29 53,3,2.42623,196,615
123,1 4 11 30 53,3,2.42623,198,615
123,1 4 11 30 55,3,2.42623,202,615
123,1 4 11 31 37,3,2.42623,168,615
123,1 4 11 31 47,3,2.42623,188,615
123,1 4 11 31 52,3,2.42623,198,615
123,1 4 11 32 49,3,2.42623,194,615
123,1 4 11 32 57,3,2.42623,210,615
123,1 4 11 34 53,3,2.42623,206,615
123,1 4 11 35 48,3,2.42623,198,615
123,1 4 11 35 51,3,2.42623,204,615
123,1 4 11 36 57,3,2.42623,218,615
123,1 4 11 39 48,3,2.42623,206,615
123,1 4 11 39 53,3,2.42623,216,615
123,1 4 11 39 55,3,2.42623,220,615
123,1 4 11 43 49,3,2.42623,216,615
123,1 4 11 44 53,3,2.42623,226,615
123,1 4 11 45 51,3,2.42623,224,615
123,1 4 13 19 49,3,2.42623,172,615
123,1 4 13 23 43,3,2.42623,168,615
123,1 4 13 23 58,3,2.42623,198,615
123,1 4 13 24 42,3,2.42623,168,615
123,1 4 13 24 54,3,2.42623,192,615
123,1 4 13 28 44,3,2.42623,180,615
123,1 4 13 28 46,3,2.42623,184,615
123,1 4 13 28 49,3,2.42623,190,615
123,1 4 13 29 48,3,2.42623,190,615
123,1 4 13 31 38,3,2.42623,174,615
123,1 4 13 31 42,3,2.42623,182,615
123,1 4 13 31 50,3,2.42623,198,615
123,1 4 13 31 51,3,2.42623,200,615
123,1 4 13 33 54,3,2.42623,210,615
123,1 4 13 34 49,3,2.42623,202,615
123,1 4 13 35 58,3,2.42623,222,615
123,1 4 13 36 54,3,2.42623,216,615
123,1 4 13 36 58,3,2.42623,224,615
123,1 4 13 37 56,3,2.42623,222,615
123,1 4 13 38 54,3,2.42623,220,615
123,1 4 13 38 58,3,2.42623,228,615
123,1 4 13 40 50,3,2.42623,216,615
123,1 4 13 40 51,3,2.42623,218,615
123,1 4 13 42 49,3,2.42623,218,615
123,1 4 13 43 58,3,2.42623,238,615
123,1 4 14 20 53,3,2.42623,184,615
123,1 4 14 20 56,3,2.42623,190,615
123,1 4 14 20 58,3,2.42623,194,615
123,1 4 14 21 37,3,2.42623,154,615
123,1 4 14 21 52,3,2.42623,184,615
123,1 4 14 23 39,3,2.42623,162,615
123,1 4 14 23 44,3,2.42623,172,615
123,1 4 14 23 58,3,2.42623,200,615
123,1 4 14 25 31,3,2.42623,150,615
123,1 4 14 25 52,3,2.42623,192,615
123,1 4 14 25 57,3,2.42623,202,615
123,1 4 14 26 46,3,2.42623,182,615
123,1 4 14 26 47,3,2.42623,184,615
123,1 4 14 26 50,3,2.42623,190,615
123,1 4 14 30 36,3,2.42623,170,615
123,1 4 14 30 52,3,2.42623,202,615
123,1 4 14 30 53,3,2.42623,204,615
123,1 4 14 30 57,3,2.42623,212,615
123,1 4 14 31 37,3,2.42623,174,615
123,1 4 14 31 38,3,2.42623,176,615
123,1 4 14 31 51,3,2.42623,202,615
123,1 4 14 31 52,3,2.42623,204,615
123,1 4 14 31 56,3,2.42623,212,615
123,1 4 14 33 44,3,2.42623,192,615
123,1 4 14 33 49,3,2.42623,202,615
123,1 4 14 33 50,3,2.42623,204,615
123,1 4 14 34 43,3,2.42623,192,615
123,1 4 14 34 50,3,2.42623,206,615
123,1 4 14 35 47,3,2.42623,202,615
123,1 4 14 36 48,3,2.42623,206,615
123,1 4 14 36 56,3,2.42623,222,615
123,1 4 14 36 57,3,2.42623,224,615
123,1 4 14 38 45,3,2.42623,204,615
