Vertices,Gen set,Diameter,Average distance,Bisection width,Connections
122,1 4 10 17 40,3,2.42149,144,610
122,1 4 10 17 45,3,2.42149,154,610
122,1 4 10 17 47,3,2.42149,158,610
122,1 4 10 17 50,3,2.42149,164,610
122,1 4 10 22 49,3,2.42149,172,610
122,1 4 10 23 48,3,2.42149,172,610
122,1 4 10 25 52,3,2.42149,184,610
122,1 4 10 25 53,3,2.42149,186,610
122,1 4 10 26 39,3,2.42149,160,610
122,1 4 10 26 47,3,2.42149,176,610
122,1 4 10 26 55,3,2.42149,192,610
122,1 4 10 28 43,3,2.42149,172,610
122,1 4 10 28 53,3,2.42149,192,610
122,1 4 10 29 45,3,2.42149,178,610
122,1 4 10 29 50,3,2.42149,188,610
122,1 4 10 29 55,3,2.42149,198,610
122,1 4 10 31 43,3,2.42149,178,610
122,1 4 10 31 47,3,2.42149,186,610
122,1 4 10 31 49,3,2.42149,190,610
122,1 4 10 32 53,3,2.42149,200,610
122,1 4 10 33 50,3,2.42149,196,610
122,1 4 10 35 50,3,2.42149,200,610
122,1 4 10 36 53,3,2.42149,208,610
122,1 4 10 36 55,3,2.42149,212,610
122,1 4 10 37 50,3,2.42149,204,610
122,1 4 10 37 55,3,2.42149,214,610
122,1 4 10 38 53,3,2.42149,212,610
122,1 4 10 39 52,3,2.42149,212,610
122,1 4 10 39 55,3,2.42149,218,610
122,1 4 11 17 48,3,2.42149,162,610
122,1 4 11 17 54,3,2.42149,174,610
122,1 4 11 20 52,3,2.42149,176,610
122,1 4 11 20 54,3,2.42149,180,610
122,1 4 11 20 58,3,2.42149,188,610
122,1 4 11 24 30,3,2.42149,140,610
122,1 4 11 24 53,3,2.42149,186,610
122,1 4 11 24 54,3,2.42149,188,610
122,1 4 11 24 58,3,2.42149,196,610
122,1 4 11 25 34,3,2.42149,150,610
122,1 4 11 25 52,3,2.42149,186,610
122,1 4 11 27 44,3,2.42149,174,610
122,1 4 11 27 45,3,2.42149,176,610
122,1 4 11 27 51,3,2.42149,188,610
122,1 4 11 28 46,3,2.42149,180,610
122,1 4 11 29 45,3,2.42149,180,610
122,1 4 11 29 49,3,2.42149,188,610
122,1 4 11 30 39,3,2.42149,170,610
122,1 4 11 30 43,3,2.42149,178,610
122,1 4 11 30 47,3,2.42149,186,610
122,1 4 11 31 47,3,2.42149,188,610
122,1 4 11 31 48,3,2.42149,190,610
122,1 4 11 31 52,3,2.42149,198,610
122,1 4 11 31 54,3,2.42149,202,610
122,1 4 11 35 54,3,2.42149,210,610
122,1 4 11 36 52,3,2.42149,208,610
122,1 4 11 38 51,3,2.42149,210,610
122,1 4 11 38 54,3,2.42149,216,610
122,1 4 11 39 53,3,2.42149,216,610
122,1 4 11 39 58,3,2.42149,226,610
122,1 4 11 43 49,3,2.42149,216,610
122,1 4 11 44 53,3,2.42149,226,610
122,1 4 11 45 51,3,2.42149,224,610
122,1 4 13 19 49,3,2.42149,172,610
122,1 4 13 19 53,3,2.42149,180,610
122,1 4 13 23 34,3,2.42149,150,610
122,1 4 13 23 51,3,2.42149,184,610
122,1 4 13 23 52,3,2.42149,186,610
122,1 4 13 24 40,3,2.42149,164,610
122,1 4 13 24 56,3,2.42149,196,610
122,1 4 13 28 35,3,2.42149,162,610
122,1 4 13 28 44,3,2.42149,180,610
122,1 4 13 28 46,3,2.42149,184,610
122,1 4 13 29 49,3,2.42149,192,610
122,1 4 13 29 52,3,2.42149,198,610
122,1 4 13 29 56,3,2.42149,206,610
122,1 4 13 31 37,3,2.42149,172,610
122,1 4 13 31 38,3,2.42149,174,610
122,1 4 13 31 50,3,2.42149,198,610
122,1 4 13 32 52,3,2.42149,204,610
122,1 4 13 33 49,3,2.42149,200,610
122,1 4 13 34 49,3,2.42149,202,610
122,1 4 13 34 56,3,2.42149,216,610
122,1 4 13 36 56,3,2.42149,220,610
122,1 4 13 37 58,3,2.42149,226,610
122,1 4 13 38 53,3,2.42149,218,610
122,1 4 13 38 56,3,2.42149,224,610
122,1 4 13 40 47,3,2.42149,210,610
122,1 4 13 47 53,3,2.42149,236,610
122,1 4 14 20 45,3,2.42149,168,610
122,1 4 14 20 55,3,2.42149,188,610
122,1 4 14 21 44,3,2.42149,168,610
122,1 4 14 21 53,3,2.42149,186,610
122,1 4 14 21 58,3,2.42149,196,610
122,1 4 14 23 30,3,2.42149,144,610
122,1 4 14 23 39,3,2.42149,162,610
122,1 4 14 23 58,3,2.42149,200,610
122,1 4 14 25 31,3,2.42149,150,610
122,1 4 14 26 49,3,2.42149,188,610
122,1 4 14 30 37,3,2.42149,172,610
122,1 4 14 30 55,3,2.42149,208,610
122,1 4 14 31 37,3,2.42149,174,610
122,1 4 14 31 38,3,2.42149,176,610
122,1 4 14 31 40,3,2.42149,180,610
