Vertices,Gen set,Diameter,Average distance,Bisection width,Connections
117,1 4 10 17 42,3,2.39655,148,585
117,1 4 10 17 46,3,2.39655,156,585
117,1 4 10 17 49,3,2.39655,162,585
117,1 4 10 22 41,3,2.39655,156,585
117,1 4 10 22 46,3,2.39655,166,585
117,1 4 10 22 49,3,2.39655,172,585
117,1 4 10 23 41,3,2.39655,158,585
117,1 4 10 23 44,3,2.39655,164,585
117,1 4 10 23 55,3,2.39655,186,585
117,1 4 10 25 37,3,2.39655,154,585
117,1 4 10 25 47,3,2.39655,174,585
117,1 4 10 25 52,3,2.39655,184,585
117,1 4 10 26 38,3,2.39655,158,585
117,1 4 10 26 44,3,2.39655,170,585
117,1 4 10 26 47,3,2.39655,176,585
117,1 4 10 26 49,3,2.39655,180,585
117,1 4 10 27 34,3,2.39655,152,585
117,1 4 10 27 42,3,2.39655,168,585
117,1 4 10 27 51,3,2.39655,186,585
117,1 4 10 27 52,3,2.39655,188,585
117,1 4 10 28 35,3,2.39655,156,585
117,1 4 10 28 40,3,2.39655,166,585
117,1 4 10 28 43,3,2.39655,172,585
117,1 4 10 28 49,3,2.39655,184,585
117,1 4 10 28 50,3,2.39655,186,585
117,1 4 10 29 36,3,2.39655,160,585
117,1 4 10 29 41,3,2.39655,170,585
117,1 4 10 29 47,3,2.39655,182,585
117,1 4 10 29 50,3,2.39655,188,585
117,1 4 10 29 52,3,2.39655,192,585
117,1 4 10 31 44,3,2.39655,180,585
117,1 4 10 31 47,3,2.39655,186,585
117,1 4 10 31 49,3,2.39655,190,585
117,1 4 10 32 45,3,2.39655,184,585
117,1 4 10 32 47,3,2.39655,188,585
117,1 4 10 32 48,3,2.39655,190,585
117,1 4 10 32 50,3,2.39655,194,585
117,1 4 10 32 55,3,2.39655,204,585
117,1 4 10 33 45,3,2.39655,186,585
117,1 4 10 33 46,3,2.39655,188,585
117,1 4 10 33 48,3,2.39655,192,585
117,1 4 10 33 49,3,2.39655,194,585
117,1 4 10 34 47,3,2.39655,192,585
117,1 4 10 34 51,3,2.39655,200,585
117,1 4 10 34 52,3,2.39655,202,585
117,1 4 10 34 55,3,2.39655,208,585
117,1 4 10 36 48,3,2.39655,198,585
117,1 4 10 36 52,3,2.39655,206,585
117,1 4 10 37 49,3,2.39655,202,585
117,1 4 10 37 52,3,2.39655,208,585
117,1 4 10 37 55,3,2.39655,214,585
117,1 4 10 40 52,3,2.39655,214,585
117,1 4 10 42 49,3,2.39655,212,585
117,1 4 11 17 43,3,2.39655,152,585
117,1 4 11 17 46,3,2.39655,158,585
117,1 4 11 17 49,3,2.39655,164,585
117,1 4 11 20 38,3,2.39655,148,585
