Vertices,Gen set,Diameter,Average distance,Bisection width,Connections
73,1 3 8 18 30,3,2.05556,120,365
73,1 3 13 22 33,3,2.05556,144,365
73,1 3 15 26 34,3,2.05556,158,365
73,1 3 19 28 33,3,2.05556,168,365
73,1 4 12 26 32,3,2.05556,150,365
73,1 4 13 23 29,3,2.05556,140,365
73,1 5 8 20 31,3,2.05556,130,365
73,1 5 13 24 33,3,2.05556,152,365
73,1 6 10 24 27,3,2.05556,136,365
73,1 6 15 25 28,3,2.05556,150,365
73,1 8 12 29 34,3,2.05556,168,365
73,1 9 13 28 34,3,2.05556,170,365
73,1 9 14 31 35,3,2.05556,180,365
73,1 9 16 22 27,3,2.05556,150,365
73,1 10 14 17 22,3,2.05556,128,365
73,1 10 16 30 35,3,2.05556,184,365
73,1 11 15 18 24,3,2.05556,138,365
73,1 11 17 20 24,3,2.05556,146,365
73,1 11 25 28 32,3,2.05556,194,365
73,1 20 25 31 35,3,2.05556,224,365
