Vertices,Gen set,Diameter,Average distance,Bisection width,Connections
38,1 2 3 9 16,2,1.72973,62,190
38,1 2 3 10 16,2,1.72973,64,190
38,1 2 3 10 17,2,1.72973,66,190
38,1 2 3 11 18,2,1.72973,70,190
38,1 2 4 10 17,2,1.72973,68,190
38,1 2 4 11 18,2,1.72973,72,190
38,1 2 5 7 18,2,1.72973,66,190
38,1 2 5 14 16,2,1.72973,76,190
38,1 2 6 7 17,2,1.72973,66,190
38,1 2 6 8 17,2,1.72973,68,190
38,1 2 6 12 17,2,1.72973,76,190
38,1 2 6 13 16,2,1.72973,76,190
38,1 2 7 8 18,2,1.72973,72,190
38,1 2 7 11 17,2,1.72973,76,190
38,1 2 7 12 16,2,1.72973,76,190
38,1 2 7 12 17,2,1.72973,78,190
38,1 2 7 13 17,2,1.72973,80,190
38,1 2 7 14 18,2,1.72973,84,190
38,1 2 8 11 16,2,1.72973,76,190
38,1 2 8 12 17,2,1.72973,80,190
38,1 2 8 13 17,2,1.72973,82,190
38,1 2 8 13 18,2,1.72973,84,190
38,1 2 9 10 15,2,1.72973,74,190
38,1 2 9 14 18,2,1.72973,88,190
38,1 2 9 16 17,2,1.72973,90,190
38,1 2 10 15 17,2,1.72973,90,190
38,1 3 4 7 16,2,1.72973,62,190
38,1 3 4 9 18,2,1.72973,70,190
38,1 3 4 10 16,2,1.72973,68,190
38,1 3 4 12 16,2,1.72973,72,190
38,1 3 4 13 15,2,1.72973,72,190
38,1 3 4 14 15,2,1.72973,74,190
38,1 3 5 9 16,2,1.72973,68,190
38,1 3 5 11 18,2,1.72973,76,190
38,1 3 5 14 17,2,1.72973,80,190
38,1 3 6 10 18,2,1.72973,76,190
38,1 3 6 13 14,2,1.72973,74,190
38,1 3 6 13 17,2,1.72973,80,190
38,1 3 6 14 16,2,1.72973,80,190
38,1 3 7 8 18,2,1.72973,74,190
38,1 3 7 9 12,2,1.72973,64,190
38,1 3 7 10 12,2,1.72973,66,190
38,1 3 7 11 16,2,1.72973,76,190
38,1 3 7 12 17,2,1.72973,80,190
38,1 3 8 9 16,2,1.72973,74,190
38,1 3 8 10 16,2,1.72973,76,190
38,1 3 8 12 16,2,1.72973,80,190
38,1 3 8 12 18,2,1.72973,84,190
38,1 3 8 13 18,2,1.72973,86,190
38,1 3 8 14 18,2,1.72973,88,190
38,1 3 8 16 18,2,1.72973,92,190
38,1 3 8 17 18,2,1.72973,94,190
38,1 3 9 11 16,2,1.72973,80,190
38,1 3 9 13 18,2,1.72973,88,190
38,1 3 9 14 16,2,1.72973,86,190
38,1 3 10 11 16,2,1.72973,82,190
38,1 3 10 13 18,2,1.72973,90,190
38,1 3 10 15 16,2,1.72973,90,190
38,1 3 10 15 18,2,1.72973,94,190
38,1 3 11 13 18,2,1.72973,92,190
38,1 3 11 16 18,2,1.72973,98,190
38,1 3 12 13 18,2,1.72973,94,190
38,1 4 5 6 18,2,1.72973,68,190
38,1 4 5 7 18,2,1.72973,70,190
38,1 4 5 11 18,2,1.72973,78,190
38,1 4 5 12 14,2,1.72973,72,190
38,1 4 5 12 15,2,1.72973,74,190
38,1 4 5 12 18,2,1.72973,80,190
38,1 4 6 9 15,2,1.72973,70,190
38,1 4 6 9 18,2,1.72973,76,190
38,1 4 6 10 13,2,1.72973,68,190
38,1 4 6 10 15,2,1.72973,72,190
38,1 4 6 12 15,2,1.72973,76,190
38,1 4 6 13 17,2,1.72973,82,190
38,1 4 6 14 15,2,1.72973,80,190
38,1 4 6 15 17,2,1.72973,86,190
38,1 4 7 8 18,2,1.72973,76,190
38,1 4 7 11 18,2,1.72973,82,190
38,1 4 7 12 16,2,1.72973,80,190
38,1 4 7 13 15,2,1.72973,80,190
38,1 4 8 9 15,2,1.72973,74,190
38,1 4 9 10 11,2,1.72973,70,190
38,1 4 9 10 16,2,1.72973,80,190
38,1 4 9 15 16,2,1.72973,90,190
38,1 4 9 16 18,2,1.72973,96,190
38,1 4 10 11 15,2,1.72973,82,190
38,1 4 10 13 18,2,1.72973,92,190
38,1 4 10 15 16,2,1.72973,92,190
38,1 4 11 12 18,2,1.72973,92,190
38,1 4 11 14 18,2,1.72973,96,190
38,1 4 11 17 18,2,1.72973,102,190
38,1 4 13 14 18,2,1.72973,100,190
38,1 4 13 15 16,2,1.72973,98,190
38,1 4 14 15 16,2,1.72973,100,190
38,1 5 6 8 18,2,1.72973,76,190
38,1 5 6 11 14,2,1.72973,74,190
38,1 5 6 13 16,2,1.72973,82,190
38,1 5 6 14 17,2,1.72973,86,190
