Vertices,Gen set,Diameter,Average distance,BW,Connections
399,1 19 53 117,5,3.77387,380,1596
399,1 19 101 128,5,3.77387,498,1596
399,1 20 26 121,5,3.77387,336,1596
399,1 20 46 122,5,3.77387,378,1596
399,1 21 75 143,5,3.77387,480,1596
399,1 33 148 190,5,3.77387,744,1596
399,1 38 128 186,5,3.77387,706,1596
399,1 42 173 192,5,3.77387,816,1596
399,1 51 62 190,5,3.77387,608,1596
399,1 53 166 190,5,3.77387,820,1596
399,1 62 83 177,5,3.77387,646,1596
399,1 79 95 137,5,3.77387,624,1596
399,1 85 138 148,5,3.77387,744,1596
399,1 125 169 180,5,3.77387,950,1596
