Vertices,Gen set,Diameter,Average distance,Bisection width,Connections
82,1 4 10 33,3,2.40741,96,328
82,1 4 11 29,3,2.40741,90,328
82,1 4 13 32,3,2.40741,100,328
82,1 4 13 33,3,2.40741,102,328
82,1 4 13 36,3,2.40741,108,328
82,1 4 15 25,3,2.40741,90,328
82,1 4 15 38,3,2.40741,116,328
82,1 4 17 23,3,2.40741,90,328
82,1 4 19 33,3,2.40741,114,328
82,1 4 20 32,3,2.40741,114,328
82,1 4 21 32,3,2.40741,116,328
82,1 4 23 33,3,2.40741,122,328
82,1 4 23 38,3,2.40741,132,328
82,1 5 8 31,3,2.40741,90,328
82,1 5 8 35,3,2.40741,98,328
82,1 5 12 21,3,2.40741,78,328
82,1 5 12 34,3,2.40741,104,328
82,1 5 12 37,3,2.40741,110,328
82,1 5 13 20,3,2.40741,78,328
82,1 5 14 35,3,2.40741,110,328
82,1 5 16 23,3,2.40741,90,328
82,1 5 17 20,3,2.40741,86,328
82,1 5 18 25,3,2.40741,98,328
82,1 5 19 30,3,2.40741,110,328
82,1 5 20 32,3,2.40741,116,328
82,1 5 20 33,3,2.40741,118,328
82,1 5 21 32,3,2.40741,118,328
82,1 5 21 34,3,2.40741,122,328
82,1 5 22 31,3,2.40741,118,328
82,1 5 28 35,3,2.40741,138,328
82,1 5 28 37,3,2.40741,142,328
82,1 6 9 34,3,2.40741,100,328
82,1 6 15 28,3,2.40741,100,328
82,1 6 19 28,3,2.40741,108,328
82,1 6 19 29,3,2.40741,110,328
82,1 6 19 34,3,2.40741,120,328
82,1 6 21 25,3,2.40741,106,328
82,1 6 21 32,3,2.40741,120,328
82,1 6 21 37,3,2.40741,130,328
82,1 6 23 32,3,2.40741,124,328
82,1 6 24 39,3,2.40741,140,328
82,1 6 29 33,3,2.40741,138,328
82,1 7 10 39,3,2.40741,114,328
82,1 7 16 35,3,2.40741,118,328
82,1 7 17 22,3,2.40741,94,328
82,1 7 17 26,3,2.40741,102,328
82,1 7 18 30,3,2.40741,112,328
82,1 7 18 33,3,2.40741,118,328
82,1 7 20 29,3,2.40741,114,328
82,1 7 22 33,3,2.40741,126,328
82,1 7 24 39,3,2.40741,142,328
82,1 7 26 35,3,2.40741,138,328
82,1 7 26 39,3,2.40741,146,328
82,1 7 30 33,3,2.40741,142,328
82,1 7 32 35,3,2.40741,150,328
82,1 8 11 29,3,2.40741,98,328
82,1 8 11 38,3,2.40741,116,328
82,1 8 18 39,3,2.40741,132,328
82,1 8 21 25,3,2.40741,110,328
