Vertices,Gen set,Diameter,Average distance,BW,Connections
437,1 8 58 96,5,3.86239,326,1748
437,1 11 120 167,5,3.86239,598,1748
437,1 12 102 164,5,3.86239,558,1748
437,1 15 55 173,5,3.86239,488,1748
437,1 18 48 154,5,3.86239,442,1748
437,1 21 49 157,5,3.86239,456,1748
437,1 30 77 113,5,3.86239,442,1748
437,1 40 143 170,5,3.86239,708,1748
437,1 44 95 119,5,3.86239,518,1748
437,1 54 184 209,5,3.86239,896,1748
437,1 62 107 193,5,3.86239,726,1748
437,1 89 190 207,5,3.86239,974,1748
437,1 104 148 159,5,3.86239,824,1748
437,1 105 142 204,5,3.86239,904,1748
437,1 132 182 210,5,3.86239,1050,1748
437,1 133 195 213,5,3.86239,1084,1748
437,1 149 171 186,5,3.86239,1014,1748
