Vertices,Gen set,Diameter,Average distance,BW,Connections
321,1 15 55 129,5,3.55625,400,1284
321,1 16 120 126,5,3.55625,526,1284
321,1 18 45 103,5,3.55625,334,1284
321,1 19 27 96,5,3.55625,286,1284
321,1 20 48 153,5,3.55625,444,1284
321,1 21 35 117,5,3.55625,348,1284
321,1 29 68 150,5,3.55625,496,1284
321,1 33 55 93,5,3.55625,364,1284
321,1 35 45 129,5,3.55625,420,1284
321,1 45 109 118,5,3.55625,546,1284
321,1 53 138 155,5,3.55625,694,1284
321,1 54 88 153,5,3.55625,592,1284
321,1 62 138 144,5,3.55625,690,1284
321,1 69 134 156,5,3.55625,720,1284
321,1 69 147 152,5,3.55625,738,1284
321,1 81 130 153,5,3.55625,730,1284
321,1 105 121 150,5,3.55625,754,1284
