Vertices,Gen set,Diameter,Average distance,Bisection width,Connections
265,1 6 35 85,5,3.37121,254,1060
265,1 6 36 104,5,3.37121,294,1060
265,1 6 44 71,5,3.37121,244,1060
265,1 8 20 105,5,3.37121,268,1060
265,1 9 34 109,5,3.37121,306,1060
265,1 9 46 61,5,3.37121,234,1060
265,1 11 39 86,5,3.37121,274,1060
265,1 14 46 54,5,3.37121,230,1060
265,1 15 42 64,5,3.37121,244,1060
265,1 15 92 130,5,3.37121,476,1060
265,1 19 34 79,5,3.37121,266,1060
265,1 20 33 130,5,3.37121,368,1060
265,1 20 45 54,5,3.37121,240,1060
265,1 20 72 85,5,3.37121,356,1060
265,1 21 46 54,5,3.37121,244,1060
265,1 24 56 124,5,3.37121,410,1060
265,1 29 39 121,5,3.37121,380,1060
265,1 29 95 107,5,3.37121,464,1060
265,1 30 44 50,5,3.37121,250,1060
265,1 32 76 90,5,3.37121,398,1060
265,1 34 74 126,5,3.37121,470,1060
265,1 39 54 99,5,3.37121,386,1060
265,1 44 56 81,5,3.37121,364,1060
265,1 50 112 129,5,3.37121,584,1060
265,1 52 82 95,5,3.37121,460,1060
265,1 52 113 120,5,3.37121,572,1060
265,1 54 74 99,5,3.37121,456,1060
265,1 55 68 91,5,3.37121,430,1060
265,1 56 71 79,5,3.37121,414,1060
265,1 58 80 97,5,3.37121,472,1060
265,1 59 64 111,5,3.37121,470,1060
265,1 59 71 114,5,3.37121,490,1060
265,1 91 104 121,5,3.37121,634,1060
265,1 91 109 121,5,3.37121,644,1060
265,1 99 107 120,5,3.37121,654,1060
265,1 101 111 124,5,3.37121,674,1060
