Vertices,Gen set,Diameter,Average distance,Bisection width,Connections
79,1 4 10 29,3,2.38462,88,316
79,1 4 10 31,3,2.38462,92,316
79,1 4 10 32,3,2.38462,94,316
79,1 4 10 33,3,2.38462,96,316
79,1 4 10 36,3,2.38462,102,316
79,1 4 11 27,3,2.38462,86,316
79,1 4 11 29,3,2.38462,90,316
79,1 4 13 32,3,2.38462,100,316
79,1 4 13 34,3,2.38462,104,316
79,1 4 13 36,3,2.38462,108,316
79,1 4 14 20,3,2.38462,78,316
79,1 4 14 21,3,2.38462,80,316
79,1 4 14 30,3,2.38462,98,316
79,1 4 14 34,3,2.38462,106,316
79,1 4 14 35,3,2.38462,108,316
79,1 4 15 21,3,2.38462,82,316
79,1 4 15 27,3,2.38462,94,316
79,1 4 15 28,3,2.38462,96,316
79,1 4 15 36,3,2.38462,112,316
79,1 4 16 23,3,2.38462,88,316
79,1 4 16 34,3,2.38462,110,316
79,1 4 17 23,3,2.38462,90,316
79,1 4 17 27,3,2.38462,98,316
79,1 4 17 36,3,2.38462,116,316
79,1 4 18 28,3,2.38462,102,316
79,1 4 18 33,3,2.38462,112,316
79,1 4 19 31,3,2.38462,110,316
79,1 4 19 33,3,2.38462,114,316
79,1 4 19 35,3,2.38462,118,316
79,1 4 20 31,3,2.38462,112,316
79,1 4 21 32,3,2.38462,116,316
79,1 4 23 35,3,2.38462,126,316
79,1 4 23 36,3,2.38462,128,316
79,1 5 8 30,3,2.38462,88,316
79,1 5 8 32,3,2.38462,92,316
79,1 5 12 20,3,2.38462,76,316
79,1 5 12 27,3,2.38462,90,316
79,1 5 12 32,3,2.38462,100,316
79,1 5 12 35,3,2.38462,106,316
79,1 5 13 29,3,2.38462,96,316
79,1 5 13 32,3,2.38462,102,316
79,1 5 13 34,3,2.38462,106,316
79,1 5 14 21,3,2.38462,82,316
79,1 5 16 19,3,2.38462,82,316
79,1 5 16 24,3,2.38462,92,316
79,1 5 16 25,3,2.38462,94,316
79,1 5 17 24,3,2.38462,94,316
79,1 5 17 36,3,2.38462,118,316
79,1 5 18 27,3,2.38462,102,316
79,1 5 18 29,3,2.38462,106,316
79,1 5 18 34,3,2.38462,116,316
79,1 5 19 34,3,2.38462,118,316
79,1 5 20 36,3,2.38462,124,316
79,1 5 21 33,3,2.38462,120,316
79,1 5 21 34,3,2.38462,122,316
79,1 5 21 35,3,2.38462,124,316
79,1 5 22 33,3,2.38462,122,316
79,1 5 23 30,3,2.38462,118,316
79,1 5 23 31,3,2.38462,120,316
79,1 5 23 35,3,2.38462,128,316
79,1 5 23 36,3,2.38462,130,316
79,1 5 24 38,3,2.38462,136,316
79,1 5 25 33,3,2.38462,128,316
79,1 5 25 38,3,2.38462,138,316
79,1 5 27 35,3,2.38462,136,316
79,1 5 31 34,3,2.38462,142,316
79,1 6 9 25,3,2.38462,82,316
79,1 6 9 28,3,2.38462,88,316
79,1 6 9 34,3,2.38462,100,316
79,1 6 10 27,3,2.38462,88,316
79,1 6 14 23,3,2.38462,88,316
79,1 6 14 25,3,2.38462,92,316
79,1 6 14 38,3,2.38462,118,316
79,1 6 15 19,3,2.38462,82,316
79,1 6 15 25,3,2.38462,94,316
79,1 6 16 27,3,2.38462,100,316
79,1 6 16 30,3,2.38462,106,316
79,1 6 17 38,3,2.38462,124,316
79,1 6 19 34,3,2.38462,120,316
79,1 6 21 24,3,2.38462,104,316
79,1 6 21 25,3,2.38462,106,316
79,1 6 21 34,3,2.38462,124,316
79,1 6 22 31,3,2.38462,120,316
79,1 6 22 32,3,2.38462,122,316
79,1 6 23 38,3,2.38462,136,316
79,1 6 24 33,3,2.38462,128,316
79,1 6 24 34,3,2.38462,130,316
79,1 6 25 34,3,2.38462,132,316
79,1 6 27 35,3,2.38462,138,316
79,1 6 28 32,3,2.38462,134,316
79,1 6 30 33,3,2.38462,140,316
79,1 6 30 34,3,2.38462,142,316
79,1 7 10 37,3,2.38462,110,316
79,1 7 11 27,3,2.38462,92,316
79,1 7 11 31,3,2.38462,100,316
79,1 7 11 35,3,2.38462,108,316
79,1 7 11 37,3,2.38462,112,316
79,1 7 11 38,3,2.38462,114,316
79,1 7 12 28,3,2.38462,96,316
79,1 7 12 35,3,2.38462,110,316
79,1 7 16 20,3,2.38462,88,316
79,1 7 16 27,3,2.38462,102,316
79,1 7 16 34,3,2.38462,116,316
79,1 7 16 37,3,2.38462,122,316
79,1 7 17 29,3,2.38462,108,316
79,1 7 17 30,3,2.38462,110,316
79,1 7 17 37,3,2.38462,124,316
79,1 7 19 28,3,2.38462,110,316
79,1 7 20 35,3,2.38462,126,316
79,1 7 22 33,3,2.38462,126,316
79,1 7 25 34,3,2.38462,134,316
79,1 7 25 35,3,2.38462,136,316
79,1 7 25 37,3,2.38462,140,316
79,1 7 25 38,3,2.38462,142,316
79,1 7 27 37,3,2.38462,144,316
79,1 7 28 33,3,2.38462,138,316
79,1 7 29 33,3,2.38462,140,316
79,1 7 30 33,3,2.38462,142,316
79,1 7 32 35,3,2.38462,150,316
79,1 8 11 28,3,2.38462,96,316
79,1 8 11 32,3,2.38462,104,316
79,1 8 11 37,3,2.38462,114,316
79,1 8 12 38,3,2.38462,118,316
79,1 8 13 30,3,2.38462,104,316
79,1 8 19 25,3,2.38462,106,316
79,1 8 19 32,3,2.38462,120,316
79,1 8 20 23,3,2.38462,104,316
79,1 8 20 25,3,2.38462,108,316
79,1 8 20 37,3,2.38462,132,316
79,1 8 21 27,3,2.38462,114,316
79,1 8 21 31,3,2.38462,122,316
79,1 8 27 32,3,2.38462,136,316
79,1 8 28 32,3,2.38462,138,316
79,1 8 28 38,3,2.38462,150,316
79,1 9 12 16,3,2.38462,76,316
79,1 9 12 31,3,2.38462,106,316
79,1 9 12 37,3,2.38462,118,316
79,1 9 13 24,3,2.38462,94,316
