Vertices,Gen set,Diameter,Average distance,BW,Connections
384,1 6 45 155,5,3.73629,414,1536
384,1 9 62 85,5,3.73629,314,1536
384,1 14 93 115,5,3.73629,446,1536
384,1 15 53 126,5,3.73629,390,1536
384,1 16 101 145,5,3.73629,526,1536
384,1 16 143 149,5,3.73629,618,1536
384,1 16 153 164,5,3.73629,668,1536
384,1 19 67 80,5,3.73629,334,1536
384,1 26 66 177,5,3.73629,540,1536
384,1 27 58 131,5,3.73629,434,1536
384,1 29 51 186,5,3.73629,534,1536
384,1 70 111 187,5,3.73629,738,1536
384,1 87 109 114,5,3.73629,622,1536
384,1 105 160 179,5,3.73629,890,1536
384,1 130 152 165,5,3.73629,896,1536
384,1 133 141 160,5,3.73629,870,1536
