Vertices,Gen set,Diameter,Average distance,Bisection width,Connections
55,1 4 13 20,3,2.11111,76,220
55,1 4 13 24,3,2.11111,84,220
55,1 5 8 19,3,2.11111,66,220
55,1 5 8 22,3,2.11111,72,220
55,1 5 13 22,3,2.11111,82,220
55,1 5 14 17,3,2.11111,74,220
55,1 6 9 22,3,2.11111,76,220
55,1 6 14 17,3,2.11111,76,220
55,1 6 19 22,3,2.11111,96,220
55,1 7 11 20,3,2.11111,78,220
55,1 7 17 26,3,2.11111,102,220
55,1 7 19 23,3,2.11111,100,220
55,1 7 20 23,3,2.11111,102,220
55,1 8 12 26,3,2.11111,94,220
55,1 8 13 19,3,2.11111,82,220
55,1 9 12 16,3,2.11111,76,220
55,1 9 22 26,3,2.11111,116,220
55,1 10 13 17,3,2.11111,82,220
55,1 11 17 25,3,2.11111,108,220
55,1 12 20 26,3,2.11111,118,220
55,1 13 17 23,3,2.11111,108,220
