Vertices,Gen set,Diameter,Average distance,Bisection width,Connections
185,1 6 21 52,4,3.04348,160,740
185,1 6 21 77,4,3.04348,210,740
185,1 6 28 70,4,3.04348,210,740
185,1 7 24 75,4,3.04348,214,740
185,1 7 30 56,4,3.04348,188,740
185,1 7 32 68,4,3.04348,216,740
185,1 7 34 87,4,3.04348,258,740
185,1 7 43 69,4,3.04348,240,740
185,1 7 45 78,4,3.04348,262,740
185,1 7 50 73,4,3.04348,262,740
185,1 7 68 79,4,3.04348,310,740
185,1 8 20 54,4,3.04348,166,740
185,1 8 27 49,4,3.04348,170,740
185,1 8 29 76,4,3.04348,228,740
185,1 8 35 66,4,3.04348,220,740
185,1 8 39 82,4,3.04348,260,740
185,1 8 53 75,4,3.04348,274,740
185,1 9 38 51,4,3.04348,198,740
185,1 9 40 85,4,3.04348,270,740
185,1 9 49 82,4,3.04348,282,740
185,1 10 48 54,4,3.04348,226,740
185,1 11 27 89,4,3.04348,256,740
185,1 11 30 56,4,3.04348,196,740
185,1 11 40 85,4,3.04348,274,740
185,1 12 29 50,4,3.04348,184,740
185,1 12 59 76,4,3.04348,296,740
185,1 12 67 72,4,3.04348,304,740
185,1 12 68 76,4,3.04348,314,740
185,1 13 30 50,4,3.04348,188,740
185,1 13 33 90,4,3.04348,274,740
185,1 13 34 64,4,3.04348,224,740
185,1 13 35 77,4,3.04348,252,740
185,1 13 36 44,4,3.04348,188,740
185,1 13 67 75,4,3.04348,312,740
185,1 14 35 60,4,3.04348,220,740
185,1 14 48 53,4,3.04348,232,740
185,1 14 49 81,4,3.04348,290,740
185,1 14 58 90,4,3.04348,326,740
185,1 14 65 73,4,3.04348,306,740
185,1 15 25 82,4,3.04348,246,740
185,1 15 25 83,4,3.04348,248,740
185,1 15 35 88,4,3.04348,278,740
185,1 15 49 55,4,3.04348,240,740
185,1 15 68 90,4,3.04348,348,740
185,1 16 21 88,4,3.04348,252,740
185,1 16 39 44,4,3.04348,200,740
185,1 16 43 52,4,3.04348,224,740
185,1 16 53 60,4,3.04348,260,740
185,1 16 75 82,4,3.04348,348,740
185,1 17 23 66,4,3.04348,214,740
185,1 17 27 48,4,3.04348,186,740
185,1 17 29 54,4,3.04348,202,740
185,1 17 30 40,4,3.04348,176,740
185,1 17 30 55,4,3.04348,206,740
185,1 17 57 82,4,3.04348,314,740
185,1 18 30 70,4,3.04348,238,740
185,1 18 30 81,4,3.04348,260,740
185,1 18 31 89,4,3.04348,278,740
185,1 19 30 44,4,3.04348,188,740
185,1 19 33 78,4,3.04348,262,740
185,1 19 66 89,4,3.04348,350,740
185,1 20 25 87,4,3.04348,266,740
185,1 20 25 88,4,3.04348,268,740
185,1 20 34 45,4,3.04348,200,740
185,1 20 35 87,4,3.04348,286,740
185,1 20 53 64,4,3.04348,276,740
185,1 20 57 66,4,3.04348,288,740
185,1 21 28 60,4,3.04348,220,740
185,1 21 29 75,4,3.04348,252,740
185,1 21 34 79,4,3.04348,270,740
185,1 21 51 58,4,3.04348,262,740
185,1 22 27 85,4,3.04348,270,740
185,1 23 28 36,4,3.04348,176,740
185,1 23 38 65,4,3.04348,254,740
185,1 23 53 90,4,3.04348,334,740
185,1 23 60 76,4,3.04348,320,740
185,1 23 73 83,4,3.04348,360,740
185,1 24 38 44,4,3.04348,214,740
185,1 24 42 55,4,3.04348,244,740
185,1 25 30 41,4,3.04348,194,740
185,1 25 33 71,4,3.04348,260,740
185,1 26 32 41,4,3.04348,200,740
185,1 26 35 83,4,3.04348,290,740
185,1 26 56 68,4,3.04348,302,740
185,1 28 40 47,4,3.04348,232,740
185,1 28 60 75,4,3.04348,328,740
185,1 30 55 67,4,3.04348,306,740
185,1 30 75 84,4,3.04348,380,740
185,1 31 50 57,4,3.04348,278,740
185,1 31 53 89,4,3.04348,348,740
185,1 32 43 81,4,3.04348,314,740
185,1 32 55 70,4,3.04348,316,740
185,1 33 47 55,4,3.04348,272,740
185,1 33 55 70,4,3.04348,318,740
185,1 36 81 87,4,3.04348,410,740
185,1 36 83 88,4,3.04348,416,740
185,1 38 50 81,4,3.04348,340,740
185,1 39 51 60,4,3.04348,302,740
185,1 40 51 57,4,3.04348,298,740
185,1 41 56 78,4,3.04348,352,740
185,1 43 53 59,4,3.04348,312,740
185,1 44 50 63,4,3.04348,316,740
185,1 44 58 79,4,3.04348,364,740
185,1 44 68 79,4,3.04348,384,740
185,1 45 57 75,4,3.04348,356,740
185,1 45 58 75,4,3.04348,358,740
185,1 45 60 72,4,3.04348,356,740
185,1 48 76 84,4,3.04348,418,740
185,1 52 57 88,4,3.04348,396,740
185,1 52 60 85,4,3.04348,396,740
185,1 53 68 89,4,3.04348,422,740
185,1 56 68 77,4,3.04348,404,740
185,1 56 79 87,4,3.04348,446,740
185,1 60 72 88,4,3.04348,442,740
185,1 60 76 89,4,3.04348,452,740
185,1 60 78 85,4,3.04348,448,740
185,1 63 70 86,4,3.04348,440,740
185,1 64 69 88,4,3.04348,444,740
185,1 65 82 90,4,3.04348,476,740
185,1 66 75 90,4,3.04348,464,740
185,1 67 73 87,4,3.04348,456,740
185,1 68 77 82,4,3.04348,456,740
185,1 70 79 84,4,3.04348,468,740
