Vertices,Gen set,Diameter,Average distance,Bisection width,Connections
325,1 6 56 91,5,3.5679,308,1300
325,1 8 58 78,5,3.5679,290,1300
325,1 9 39 141,5,3.5679,380,1300
325,1 9 92 146,5,3.5679,496,1300
325,1 17 94 159,5,3.5679,542,1300
325,1 18 63 159,5,3.5679,482,1300
325,1 18 98 139,5,3.5679,512,1300
325,1 28 91 101,5,3.5679,442,1300
325,1 29 39 151,5,3.5679,440,1300
325,1 29 69 152,5,3.5679,502,1300
325,1 36 56 62,5,3.5679,310,1300
325,1 36 104 124,5,3.5679,530,1300
325,1 39 54 99,5,3.5679,386,1300
325,1 48 82 153,5,3.5679,568,1300
325,1 53 62 152,5,3.5679,536,1300
325,1 64 107 121,5,3.5679,586,1300
325,1 66 88 139,5,3.5679,588,1300
325,1 74 91 122,5,3.5679,576,1300
325,1 76 104 136,5,3.5679,634,1300
