Vertices,Gen set,Diameter,Average distance,BW,Connections
1075,1 188,23,15.4618,378,2150
1075,1 223,23,15.4618,448,2150
1075,2 376,23,15.4618,756,2150
1075,2 446,23,15.4618,896,2150
1075,3 406,23,15.4618,818,2150
1075,3 511,23,15.4618,1028,2150
1075,4 183,23,15.4618,374,2150
1075,4 323,23,15.4618,654,2150
1075,6 53,23,15.4618,118,2150
1075,6 263,23,15.4618,538,2150
1075,7 241,23,15.4618,496,2150
1075,7 486,23,15.4618,986,2150
1075,8 366,23,15.4618,748,2150
1075,8 429,23,15.4618,874,2150
1075,9 143,23,15.4618,304,2150
1075,9 458,23,15.4618,934,2150
1075,11 82,23,15.4618,186,2150
1075,11 303,23,15.4618,628,2150
1075,12 106,23,15.4618,236,2150
1075,12 526,23,15.4618,1076,2150
1075,13 294,23,15.4618,614,2150
1075,13 326,23,15.4618,678,2150
1075,14 103,23,15.4618,234,2150
1075,14 482,23,15.4618,992,2150
1075,16 217,23,15.4618,466,2150
1075,16 343,23,15.4618,718,2150
1075,17 29,23,15.4618,92,2150
1075,17 509,23,15.4618,1052,2150
1075,18 159,23,15.4618,354,2150
1075,18 286,23,15.4618,608,2150
1075,19 63,23,15.4618,164,2150
1075,19 347,23,15.4618,732,2150
1075,21 352,23,15.4618,746,2150
1075,21 383,23,15.4618,808,2150
1075,22 164,23,15.4618,372,2150
1075,22 469,23,15.4618,982,2150
1075,23 24,23,15.4618,94,2150
1075,23 246,23,15.4618,538,2150
1075,24 212,23,15.4618,472,2150
1075,26 423,23,15.4618,898,2150
1075,26 487,23,15.4618,1026,2150
1075,27 299,23,15.4618,652,2150
1075,27 429,23,15.4618,912,2150
1075,28 111,23,15.4618,278,2150
1075,28 206,23,15.4618,468,2150
1075,29 77,23,15.4618,212,2150
1075,31 453,23,15.4618,968,2150
1075,31 463,23,15.4618,988,2150
1075,32 389,23,15.4618,842,2150
1075,32 434,23,15.4618,932,2150
1075,33 166,23,15.4618,398,2150
1075,33 246,23,15.4618,558,2150
1075,34 57,23,15.4618,182,2150
1075,34 58,23,15.4618,184,2150
1075,36 318,23,15.4618,708,2150
1075,36 503,23,15.4618,1078,2150
1075,37 349,23,15.4618,772,2150
1075,37 506,23,15.4618,1086,2150
1075,38 126,23,15.4618,328,2150
1075,38 381,23,15.4618,838,2150
1075,39 97,23,15.4618,272,2150
1075,39 193,23,15.4618,464,2150
1075,41 183,23,15.4618,448,2150
1075,41 532,23,15.4618,1146,2150
1075,42 309,23,15.4618,702,2150
1075,42 371,23,15.4618,826,2150
1075,44 137,23,15.4618,362,2150
1075,44 328,23,15.4618,744,2150
1075,46 48,23,15.4618,188,2150
1075,46 492,23,15.4618,1076,2150
1075,47 236,23,15.4618,566,2150
1075,47 269,23,15.4618,632,2150
1075,48 424,23,15.4618,944,2150
1075,49 177,23,15.4618,452,2150
1075,49 463,23,15.4618,1024,2150
1075,51 87,23,15.4618,276,2150
1075,51 452,23,15.4618,1006,2150
1075,52 101,23,15.4618,306,2150
1075,52 229,23,15.4618,562,2150
1075,53 289,23,15.4618,684,2150
1075,54 217,23,15.4618,542,2150
1075,54 477,23,15.4618,1062,2150
1075,56 222,23,15.4618,556,2150
1075,56 412,23,15.4618,936,2150
1075,57 189,23,15.4618,492,2150
1075,58 154,23,15.4618,424,2150
1075,59 257,23,15.4618,632,2150
1075,59 342,23,15.4618,802,2150
1075,61 357,23,15.4618,836,2150
1075,61 372,23,15.4618,866,2150
1075,62 149,23,15.4618,422,2150
1075,62 169,23,15.4618,462,2150
1075,63 74,23,15.4618,274,2150
1075,64 207,23,15.4618,542,2150
1075,64 297,23,15.4618,722,2150
1075,66 332,23,15.4618,796,2150
1075,66 492,23,15.4618,1116,2150
1075,67 109,23,15.4618,352,2150
1075,67 304,23,15.4618,742,2150
1075,68 114,23,15.4618,364,2150
1075,68 116,23,15.4618,368,2150
1075,69 72,23,15.4618,282,2150
1075,69 337,23,15.4618,812,2150
1075,71 292,23,15.4618,726,2150
1075,71 448,23,15.4618,1038,2150
1075,72 439,23,15.4618,1022,2150
