Vertices,Gen set,Diameter,Average distance,Bisection width,Connections
399,1 183,14,9.42714,368,798
399,2 33,14,9.42714,70,798
399,3 56,14,9.42714,118,798
399,3 77,14,9.42714,160,798
399,3 109,14,9.42714,224,798
399,3 157,14,9.42714,320,798
399,4 66,14,9.42714,140,798
399,5 117,14,9.42714,244,798
399,6 85,14,9.42714,182,798
399,6 112,14,9.42714,236,798
399,6 154,14,9.42714,320,798
399,6 181,14,9.42714,374,798
399,7 36,14,9.42714,86,798
399,7 78,14,9.42714,170,798
399,7 93,14,9.42714,200,798
399,7 135,14,9.42714,284,798
399,7 150,14,9.42714,314,798
399,7 192,14,9.42714,398,798
399,8 132,14,9.42714,280,798
399,9 35,14,9.42714,88,798
399,9 61,14,9.42714,140,798
399,9 98,14,9.42714,214,798
399,9 194,14,9.42714,406,798
399,10 165,14,9.42714,350,798
399,11 18,14,9.42714,58,798
399,12 37,14,9.42714,98,798
399,12 91,14,9.42714,206,798
399,12 170,14,9.42714,364,798
399,12 175,14,9.42714,374,798
399,13 15,14,9.42714,56,798
399,14 15,14,9.42714,58,798
399,14 72,14,9.42714,172,798
399,14 99,14,9.42714,226,798
399,14 129,14,9.42714,286,798
399,14 156,14,9.42714,340,798
399,14 186,14,9.42714,400,798
399,15 119,14,9.42714,268,798
399,15 146,14,9.42714,322,798
399,16 135,14,9.42714,302,798
399,17 81,14,9.42714,196,798
399,18 70,14,9.42714,176,798
399,18 122,14,9.42714,280,798
399,18 196,14,9.42714,428,798
399,20 69,14,9.42714,178,798
399,22 36,14,9.42714,116,798
399,23 180,14,9.42714,406,798
399,24 49,14,9.42714,146,798
399,24 59,14,9.42714,166,798
399,24 74,14,9.42714,196,798
399,24 182,14,9.42714,412,798
399,25 186,14,9.42714,422,798
399,26 30,14,9.42714,112,798
399,27 28,14,9.42714,110,798
399,27 50,14,9.42714,154,798
399,27 83,14,9.42714,220,798
399,27 161,14,9.42714,376,798
399,28 30,14,9.42714,116,798
399,28 87,14,9.42714,230,798
399,28 141,14,9.42714,338,798
399,28 144,14,9.42714,344,798
399,28 198,14,9.42714,452,798
399,29 120,14,9.42714,298,798
399,30 107,14,9.42714,274,798
399,30 161,14,9.42714,382,798
399,31 87,14,9.42714,236,798
399,32 129,14,9.42714,322,798
399,33 49,14,9.42714,164,798
399,33 131,14,9.42714,328,798
399,33 182,14,9.42714,430,798
399,34 162,14,9.42714,392,798
399,35 48,14,9.42714,166,798
399,35 66,14,9.42714,202,798
399,35 123,14,9.42714,316,798
399,35 162,14,9.42714,394,798
399,35 180,14,9.42714,430,798
399,36 140,14,9.42714,352,798
399,36 155,14,9.42714,382,798
399,39 46,14,9.42714,170,798
399,39 70,14,9.42714,218,798
399,39 179,14,9.42714,436,798
399,39 196,14,9.42714,470,798
399,40 138,14,9.42714,356,798
399,41 78,14,9.42714,238,798
399,43 111,14,9.42714,308,798
399,44 72,14,9.42714,232,798
399,45 91,14,9.42714,272,798
399,45 94,14,9.42714,278,798
399,45 172,14,9.42714,434,798
399,45 175,14,9.42714,440,798
399,47 177,14,9.42714,448,798
399,48 98,14,9.42714,292,798
399,48 118,14,9.42714,332,798
399,48 148,14,9.42714,392,798
399,49 81,14,9.42714,260,798
399,49 90,14,9.42714,278,798
399,49 138,14,9.42714,374,798
399,49 195,14,9.42714,488,798
399,51 112,14,9.42714,326,798
399,51 124,14,9.42714,350,798
399,51 142,14,9.42714,386,798
399,51 154,14,9.42714,410,798
399,52 60,14,9.42714,224,798
399,53 123,14,9.42714,352,798
399,54 56,14,9.42714,220,798
399,54 77,14,9.42714,262,798
399,54 100,14,9.42714,308,798
399,54 166,14,9.42714,440,798
399,55 90,14,9.42714,290,798
399,56 60,14,9.42714,232,798
399,56 111,14,9.42714,334,798
399,56 117,14,9.42714,346,798
399,56 174,14,9.42714,460,798
399,58 159,14,9.42714,434,798
399,60 77,14,9.42714,274,798
399,60 185,14,9.42714,490,798
399,62 174,14,9.42714,472,798
399,64 141,14,9.42714,410,798
399,65 75,14,9.42714,280,798
399,66 98,14,9.42714,328,798
399,66 137,14,9.42714,406,798
399,67 108,14,9.42714,350,798
399,68 75,14,9.42714,286,798
399,69 91,14,9.42714,320,798
399,69 113,14,9.42714,364,798
399,69 175,14,9.42714,488,798
399,70 75,14,9.42714,290,798
399,70 96,14,9.42714,332,798
399,70 132,14,9.42714,404,798
399,70 153,14,9.42714,446,798
399,71 174,14,9.42714,490,798
399,72 89,14,9.42714,322,798
399,72 119,14,9.42714,382,798
399,73 192,14,9.42714,530,798
399,75 196,14,9.42714,542,798
399,77 111,14,9.42714,376,798
399,77 117,14,9.42714,388,798
399,77 174,14,9.42714,502,798
399,78 92,14,9.42714,340,798
399,78 140,14,9.42714,436,798
399,79 93,14,9.42714,344,798
399,80 123,14,9.42714,406,798
399,81 116,14,9.42714,394,798
399,81 182,14,9.42714,526,798
399,82 156,14,9.42714,476,798
399,86 177,14,9.42714,526,798
399,87 161,14,9.42714,496,798
399,87 164,14,9.42714,502,798
399,88 144,14,9.42714,464,798
399,90 182,14,9.42714,544,798
399,90 188,14,9.42714,556,798
399,91 102,14,9.42714,386,798
399,91 159,14,9.42714,500,798
399,91 183,14,9.42714,548,798
399,93 140,14,9.42714,466,798
399,93 187,14,9.42714,560,798
399,96 103,14,9.42714,398,798
399,96 163,14,9.42714,518,798
399,96 196,14,9.42714,584,798
399,97 195,14,9.42714,584,798
399,98 123,14,9.42714,442,798
399,98 162,14,9.42714,520,798
399,98 180,14,9.42714,556,798
399,99 119,14,9.42714,436,798
399,99 127,14,9.42714,452,798
399,99 139,14,9.42714,476,798
399,101 129,14,9.42714,460,798
399,102 115,14,9.42714,434,798
399,102 151,14,9.42714,506,798
399,102 175,14,9.42714,554,798
399,104 120,14,9.42714,448,798
399,106 153,14,9.42714,518,798
399,108 112,14,9.42714,440,798
399,108 154,14,9.42714,524,798
399,108 199,14,9.42714,614,798
399,110 180,14,9.42714,580,798
399,111 176,14,9.42714,574,798
399,112 120,14,9.42714,464,798
399,112 165,14,9.42714,554,798
399,112 177,14,9.42714,578,798
399,117 128,14,9.42714,490,798
399,119 129,14,9.42714,496,798
399,119 156,14,9.42714,550,798
399,119 186,14,9.42714,610,798
399,120 154,14,9.42714,548,798
399,121 198,14,9.42714,638,798
399,125 132,14,9.42714,514,798
399,130 150,14,9.42714,560,798
399,132 196,14,9.42714,656,798
399,134 183,14,9.42714,634,798
399,135 140,14,9.42714,550,798
399,135 149,14,9.42714,568,798
399,136 150,14,9.42714,572,798
399,138 173,14,9.42714,622,798
399,138 182,14,9.42714,640,798
399,140 150,14,9.42714,580,798
399,140 192,14,9.42714,664,798
399,141 161,14,9.42714,604,798
399,141 197,14,9.42714,676,798
399,143 165,14,9.42714,616,798
399,144 161,14,9.42714,610,798
399,144 178,14,9.42714,644,798
399,145 198,14,9.42714,686,798
399,153 160,14,9.42714,626,798
399,153 196,14,9.42714,698,798
399,154 165,14,9.42714,638,798
399,154 177,14,9.42714,662,798
399,156 184,14,9.42714,680,798
399,158 186,14,9.42714,688,798
399,159 175,14,9.42714,668,798
399,159 191,14,9.42714,700,798
399,161 198,14,9.42714,718,798
399,162 167,14,9.42714,658,798
399,169 195,14,9.42714,728,798
399,175 183,14,9.42714,716,798
399,182 195,14,9.42714,754,798
399,192 193,14,9.42714,770,798
