Vertices,Gen set,Diameter,Average distance,Bisection width,Connections
1004,1 130,22,14.9372,262,2008
1004,2 139,22,14.9372,282,2008
1004,2 363,22,14.9372,730,2008
1004,3 390,22,14.9372,786,2008
1004,5 354,22,14.9372,718,2008
1004,6 85,22,14.9372,182,2008
1004,6 417,22,14.9372,846,2008
1004,7 94,22,14.9372,202,2008
1004,9 166,22,14.9372,350,2008
1004,10 193,22,14.9372,406,2008
1004,10 309,22,14.9372,638,2008
1004,11 426,22,14.9372,874,2008
1004,13 318,22,14.9372,662,2008
1004,14 31,22,14.9372,90,2008
1004,14 471,22,14.9372,970,2008
1004,15 58,22,14.9372,146,2008
1004,17 202,22,14.9372,438,2008
1004,18 247,22,14.9372,530,2008
1004,18 255,22,14.9372,546,2008
1004,19 462,22,14.9372,962,2008
1004,21 282,22,14.9372,606,2008
1004,22 23,22,14.9372,90,2008
1004,22 479,22,14.9372,1002,2008
1004,25 238,22,14.9372,526,2008
1004,26 201,22,14.9372,454,2008
1004,26 301,22,14.9372,654,2008
1004,27 498,22,14.9372,1050,2008
1004,29 246,22,14.9372,550,2008
1004,30 77,22,14.9372,214,2008
1004,30 425,22,14.9372,910,2008
1004,33 274,22,14.9372,614,2008
1004,34 147,22,14.9372,362,2008
1004,34 355,22,14.9372,778,2008
1004,35 470,22,14.9372,1010,2008
1004,37 210,22,14.9372,494,2008
1004,38 131,22,14.9372,338,2008
1004,38 371,22,14.9372,818,2008
1004,39 50,22,14.9372,178,2008
1004,41 310,22,14.9372,702,2008
1004,42 93,22,14.9372,270,2008
1004,42 409,22,14.9372,902,2008
1004,43 434,22,14.9372,954,2008
1004,45 174,22,14.9372,438,2008
1004,46 185,22,14.9372,462,2008
1004,46 317,22,14.9372,726,2008
1004,47 86,22,14.9372,266,2008
1004,49 346,22,14.9372,790,2008
1004,50 463,22,14.9372,1026,2008
1004,51 398,22,14.9372,898,2008
1004,53 138,22,14.9372,382,2008
1004,54 239,22,14.9372,586,2008
1004,54 263,22,14.9372,634,2008
1004,55 122,22,14.9372,354,2008
1004,57 382,22,14.9372,878,2008
1004,58 487,22,14.9372,1090,2008
1004,59 362,22,14.9372,842,2008
1004,61 102,22,14.9372,326,2008
1004,62 209,22,14.9372,542,2008
1004,62 293,22,14.9372,710,2008
1004,63 158,22,14.9372,442,2008
1004,65 418,22,14.9372,966,2008
1004,66 69,22,14.9372,270,2008
1004,66 433,22,14.9372,998,2008
1004,67 326,22,14.9372,786,2008
1004,70 155,22,14.9372,450,2008
1004,70 347,22,14.9372,834,2008
1004,71 194,22,14.9372,530,2008
1004,73 454,22,14.9372,1054,2008
1004,74 123,22,14.9372,394,2008
1004,74 379,22,14.9372,906,2008
1004,75 290,22,14.9372,730,2008
1004,78 101,22,14.9372,358,2008
1004,78 401,22,14.9372,958,2008
1004,79 230,22,14.9372,618,2008
1004,81 490,22,14.9372,1142,2008
1004,82 177,22,14.9372,518,2008
1004,82 325,22,14.9372,814,2008
1004,83 254,22,14.9372,674,2008
1004,86 455,22,14.9372,1082,2008
1004,87 266,22,14.9372,706,2008
1004,89 478,22,14.9372,1134,2008
1004,90 231,22,14.9372,642,2008
1004,90 271,22,14.9372,722,2008
1004,91 218,22,14.9372,618,2008
1004,94 495,22,14.9372,1178,2008
1004,95 302,22,14.9372,794,2008
1004,97 442,22,14.9372,1078,2008
1004,98 217,22,14.9372,630,2008
1004,98 285,22,14.9372,766,2008
1004,99 182,22,14.9372,562,2008
1004,102 441,22,14.9372,1086,2008
1004,103 338,22,14.9372,882,2008
1004,105 406,22,14.9372,1022,2008
1004,106 163,22,14.9372,538,2008
1004,106 339,22,14.9372,890,2008
1004,107 146,22,14.9372,506,2008
1004,109 114,22,14.9372,446,2008
1004,110 115,22,14.9372,450,2008
1004,110 387,22,14.9372,994,2008
1004,111 374,22,14.9372,970,2008
1004,113 370,22,14.9372,966,2008
1004,114 393,22,14.9372,1014,2008
1004,117 150,22,14.9372,534,2008
1004,118 169,22,14.9372,574,2008
1004,118 333,22,14.9372,902,2008
1004,119 410,22,14.9372,1058,2008
1004,121 334,22,14.9372,910,2008
1004,122 447,22,14.9372,1138,2008
1004,125 186,22,14.9372,622,2008
