Vertices,Gen set,Diameter,Average distance,BW,Connections
1199,1 47,24,16.3205,96,2398
1199,1 51,24,16.3205,104,2398
1199,2 94,24,16.3205,192,2398
1199,2 102,24,16.3205,208,2398
1199,3 141,24,16.3205,288,2398
1199,3 153,24,16.3205,312,2398
1199,4 188,24,16.3205,384,2398
1199,4 204,24,16.3205,416,2398
1199,5 235,24,16.3205,480,2398
1199,5 255,24,16.3205,520,2398
1199,6 282,24,16.3205,576,2398
1199,6 306,24,16.3205,624,2398
1199,7 329,24,16.3205,672,2398
1199,7 357,24,16.3205,728,2398
1199,8 376,24,16.3205,768,2398
1199,8 408,24,16.3205,832,2398
1199,9 423,24,16.3205,864,2398
1199,9 459,24,16.3205,936,2398
1199,10 470,24,16.3205,960,2398
1199,10 510,24,16.3205,1040,2398
1199,12 564,24,16.3205,1152,2398
1199,12 587,24,16.3205,1198,2398
1199,13 536,24,16.3205,1098,2398
1199,13 588,24,16.3205,1202,2398
1199,14 485,24,16.3205,998,2398
1199,14 541,24,16.3205,1110,2398
1199,15 434,24,16.3205,898,2398
1199,15 494,24,16.3205,1018,2398
1199,16 383,24,16.3205,798,2398
1199,16 447,24,16.3205,926,2398
1199,17 332,24,16.3205,698,2398
1199,17 400,24,16.3205,834,2398
1199,18 281,24,16.3205,598,2398
1199,18 353,24,16.3205,742,2398
1199,19 230,24,16.3205,498,2398
1199,19 306,24,16.3205,650,2398
1199,20 179,24,16.3205,398,2398
1199,20 259,24,16.3205,558,2398
1199,21 128,24,16.3205,298,2398
1199,21 212,24,16.3205,466,2398
1199,23 26,24,16.3205,98,2398
1199,23 118,24,16.3205,282,2398
1199,24 25,24,16.3205,98,2398
1199,24 71,24,16.3205,190,2398
1199,25 76,24,16.3205,202,2398
1199,26 127,24,16.3205,306,2398
1199,27 70,24,16.3205,194,2398
1199,27 178,24,16.3205,410,2398
1199,28 117,24,16.3205,290,2398
1199,28 229,24,16.3205,514,2398
1199,29 164,24,16.3205,386,2398
1199,29 280,24,16.3205,618,2398
1199,30 211,24,16.3205,482,2398
1199,30 331,24,16.3205,722,2398
1199,31 258,24,16.3205,578,2398
1199,31 382,24,16.3205,826,2398
1199,32 305,24,16.3205,674,2398
1199,32 433,24,16.3205,930,2398
1199,34 399,24,16.3205,866,2398
1199,34 535,24,16.3205,1138,2398
1199,35 446,24,16.3205,962,2398
1199,35 586,24,16.3205,1242,2398
1199,36 493,24,16.3205,1058,2398
1199,36 562,24,16.3205,1196,2398
1199,37 511,24,16.3205,1096,2398
1199,37 540,24,16.3205,1154,2398
1199,38 460,24,16.3205,996,2398
1199,38 587,24,16.3205,1250,2398
1199,39 409,24,16.3205,896,2398
1199,39 565,24,16.3205,1208,2398
1199,40 358,24,16.3205,796,2398
1199,40 518,24,16.3205,1116,2398
1199,41 307,24,16.3205,696,2398
1199,41 471,24,16.3205,1024,2398
1199,42 256,24,16.3205,596,2398
1199,42 424,24,16.3205,932,2398
1199,43 205,24,16.3205,496,2398
1199,43 377,24,16.3205,840,2398
1199,45 103,24,16.3205,296,2398
1199,45 283,24,16.3205,656,2398
1199,46 52,24,16.3205,196,2398
1199,46 236,24,16.3205,564,2398
1199,47 189,24,16.3205,472,2398
1199,48 50,24,16.3205,196,2398
1199,48 142,24,16.3205,380,2398
1199,49 95,24,16.3205,288,2398
1199,49 101,24,16.3205,300,2398
1199,50 152,24,16.3205,404,2398
1199,51 203,24,16.3205,508,2398
1199,52 254,24,16.3205,612,2398
1199,53 93,24,16.3205,292,2398
1199,53 305,24,16.3205,716,2398
1199,54 140,24,16.3205,388,2398
1199,54 356,24,16.3205,820,2398
1199,56 234,24,16.3205,580,2398
1199,56 458,24,16.3205,1028,2398
1199,57 281,24,16.3205,676,2398
1199,57 509,24,16.3205,1132,2398
1199,58 328,24,16.3205,772,2398
1199,58 560,24,16.3205,1236,2398
1199,59 375,24,16.3205,868,2398
1199,59 588,24,16.3205,1294,2398
1199,60 422,24,16.3205,964,2398
