Vertices,Gen set,Diameter,Average distance,BW,Connections
1140,1 348,24,15.9227,698,2280
1140,7 156,24,15.9227,326,2280
1140,11 408,24,15.9227,838,2280
1140,12 59,24,15.9227,142,2280
1140,12 131,24,15.9227,286,2280
1140,12 439,24,15.9227,902,2280
1140,12 511,24,15.9227,1046,2280
1140,13 36,24,15.9227,98,2280
1140,17 216,24,15.9227,466,2280
1140,23 24,24,15.9227,94,2280
1140,24 167,24,15.9227,382,2280
1140,24 403,24,15.9227,854,2280
1140,24 547,24,15.9227,1142,2280
1140,29 168,24,15.9227,394,2280
1140,31 528,24,15.9227,1118,2280
1140,36 203,24,15.9227,478,2280
1140,36 367,24,15.9227,806,2280
1140,36 557,24,15.9227,1186,2280
1140,37 336,24,15.9227,746,2280
1140,41 552,24,15.9227,1186,2280
1140,43 144,24,15.9227,374,2280
1140,47 396,24,15.9227,886,2280
1140,48 49,24,15.9227,194,2280
1140,48 239,24,15.9227,574,2280
1140,48 331,24,15.9227,758,2280
1140,48 521,24,15.9227,1138,2280
1140,53 204,24,15.9227,514,2280
1140,61 432,24,15.9227,986,2280
1140,67 516,24,15.9227,1166,2280
1140,71 372,24,15.9227,886,2280
1140,72 121,24,15.9227,386,2280
1140,72 259,24,15.9227,662,2280
1140,72 311,24,15.9227,766,2280
1140,72 449,24,15.9227,1042,2280
1140,73 324,24,15.9227,794,2280
1140,77 564,24,15.9227,1282,2280
1140,79 132,24,15.9227,422,2280
1140,83 384,24,15.9227,934,2280
1140,84 157,24,15.9227,482,2280
1140,84 223,24,15.9227,614,2280
1140,84 347,24,15.9227,862,2280
1140,84 413,24,15.9227,994,2280
1140,89 192,24,15.9227,562,2280
1140,91 252,24,15.9227,686,2280
1140,96 187,24,15.9227,566,2280
1140,96 193,24,15.9227,578,2280
1140,96 377,24,15.9227,946,2280
1140,96 383,24,15.9227,958,2280
1140,97 444,24,15.9227,1082,2280
1140,101 192,24,15.9227,586,2280
1140,103 504,24,15.9227,1214,2280
1140,107 384,24,15.9227,982,2280
1140,108 151,24,15.9227,518,2280
1140,108 229,24,15.9227,674,2280
1140,108 341,24,15.9227,898,2280
1140,108 419,24,15.9227,1054,2280
1140,109 312,24,15.9227,842,2280
1140,113 564,24,15.9227,1354,2280
1140,119 372,24,15.9227,982,2280
1140,127 264,24,15.9227,782,2280
1140,132 269,24,15.9227,802,2280
1140,132 301,24,15.9227,866,2280
1140,132 491,24,15.9227,1246,2280
1140,137 204,24,15.9227,682,2280
1140,139 492,24,15.9227,1262,2280
1140,143 396,24,15.9227,1078,2280
