Vertices,Gen set,Diameter,Average distance,BW,Connections
1109,1 232,24,15.6968,466,2218
1109,1 354,24,15.6968,710,2218
1109,1 435,24,15.6968,872,2218
1109,2 239,24,15.6968,482,2218
1109,2 401,24,15.6968,806,2218
1109,2 464,24,15.6968,932,2218
1109,3 47,24,15.6968,100,2218
1109,3 196,24,15.6968,398,2218
1109,3 413,24,15.6968,832,2218
1109,4 181,24,15.6968,370,2218
1109,4 307,24,15.6968,622,2218
1109,4 478,24,15.6968,964,2218
1109,5 43,24,15.6968,96,2218
1109,5 51,24,15.6968,112,2218
1109,5 448,24,15.6968,906,2218
1109,6 94,24,15.6968,200,2218
1109,6 283,24,15.6968,578,2218
1109,6 392,24,15.6968,796,2218
1109,7 260,24,15.6968,534,2218
1109,7 282,24,15.6968,578,2218
1109,7 515,24,15.6968,1044,2218
1109,8 153,24,15.6968,322,2218
1109,8 362,24,15.6968,740,2218
1109,8 495,24,15.6968,1006,2218
1109,9 130,24,15.6968,278,2218
1109,9 141,24,15.6968,300,2218
1109,9 521,24,15.6968,1060,2218
1109,10 86,24,15.6968,192,2218
1109,10 102,24,15.6968,224,2218
1109,10 213,24,15.6968,446,2218
1109,11 334,24,15.6968,690,2218
1109,11 349,24,15.6968,720,2218
1109,11 542,24,15.6968,1106,2218
1109,12 188,24,15.6968,400,2218
1109,12 325,24,15.6968,674,2218
1109,12 543,24,15.6968,1110,2218
1109,13 110,24,15.6968,246,2218
1109,13 166,24,15.6968,358,2218
1109,13 311,24,15.6968,648,2218
1109,14 79,24,15.6968,186,2218
1109,14 520,24,15.6968,1068,2218
1109,14 545,24,15.6968,1118,2218
1109,15 129,24,15.6968,288,2218
1109,15 153,24,15.6968,336,2218
1109,15 235,24,15.6968,500,2218
1109,16 119,24,15.6968,270,2218
1109,16 306,24,15.6968,644,2218
1109,16 385,24,15.6968,802,2218
1109,17 368,24,15.6968,770,2218
1109,17 473,24,15.6968,980,2218
1109,17 492,24,15.6968,1018,2218
1109,18 67,24,15.6968,170,2218
1109,18 260,24,15.6968,556,2218
1109,18 282,24,15.6968,600,2218
1109,19 28,24,15.6968,94,2218
1109,19 72,24,15.6968,182,2218
1109,19 502,24,15.6968,1042,2218
1109,20 172,24,15.6968,384,2218
1109,20 204,24,15.6968,448,2218
1109,20 426,24,15.6968,892,2218
1109,21 263,24,15.6968,568,2218
1109,21 329,24,15.6968,700,2218
1109,21 436,24,15.6968,914,2218
1109,22 25,24,15.6968,94,2218
1109,22 411,24,15.6968,866,2218
1109,22 441,24,15.6968,926,2218
1109,23 24,24,15.6968,94,2218
1109,23 209,24,15.6968,464,2218
1109,23 379,24,15.6968,804,2218
1109,24 376,24,15.6968,800,2218
1109,24 459,24,15.6968,966,2218
1109,25 215,24,15.6968,480,2218
1109,25 255,24,15.6968,560,2218
1109,26 220,24,15.6968,492,2218
1109,26 332,24,15.6968,716,2218
1109,26 487,24,15.6968,1026,2218
1109,27 390,24,15.6968,834,2218
1109,27 423,24,15.6968,900,2218
1109,27 454,24,15.6968,962,2218
1109,28 69,24,15.6968,194,2218
1109,28 158,24,15.6968,372,2218
1109,29 74,24,15.6968,206,2218
1109,29 285,24,15.6968,628,2218
1109,29 416,24,15.6968,890,2218
1109,30 258,24,15.6968,576,2218
1109,30 306,24,15.6968,672,2218
1109,30 470,24,15.6968,1000,2218
1109,31 116,24,15.6968,294,2218
1109,31 177,24,15.6968,416,2218
1109,31 538,24,15.6968,1138,2218
1109,32 238,24,15.6968,540,2218
1109,32 339,24,15.6968,742,2218
1109,32 497,24,15.6968,1058,2218
1109,33 62,24,15.6968,190,2218
1109,33 107,24,15.6968,280,2218
