Vertices,Gen set,Diameter,Average distance,Bisection width,Connections
89,1 6 37,4,2.95455,88,267
89,1 7 26,4,2.95455,68,267
89,1 7 36,4,2.95455,88,267
89,1 8 21,4,2.95455,60,267
89,1 9 23,4,2.95455,66,267
89,1 9 38,4,2.95455,96,267
89,1 10 24,4,2.95455,70,267
89,1 10 37,4,2.95455,96,267
89,1 11 36,4,2.95455,96,267
89,1 12 17,4,2.95455,60,267
89,1 12 20,4,2.95455,66,267
89,1 12 31,4,2.95455,88,267
89,1 15 21,4,2.95455,74,267
89,1 17 42,4,2.95455,120,267
89,1 20 26,4,2.95455,94,267
89,1 20 32,4,2.95455,106,267
89,1 24 35,4,2.95455,120,267
89,1 25 34,4,2.95455,120,267
89,1 27 42,4,2.95455,140,267
89,1 28 37,4,2.95455,132,267
89,1 28 40,4,2.95455,138,267
89,1 33 38,4,2.95455,144,267
89,1 34 40,4,2.95455,150,267
89,1 35 40,4,2.95455,152,267
