Vertices,Gen set,Diameter,Average distance,BW,Connections
902,1 194 376,9,6.57159,1142,2706
902,1 13 378,9,6.57381,784,2706
902,1 118 398,9,6.57381,1034,2706
902,1 347 376,9,6.57381,1448,2706
902,1 126 305,9,6.58713,864,2706
902,1 139 376,9,6.58713,1032,2706
902,1 31 414,9,6.59046,892,2706
902,1 291 394,9,6.59046,1372,2706
902,1 63 74,9,6.60599,276,2706
902,1 142 315,9,6.60599,916,2706
902,1 74 90,9,6.63929,330,2706
902,1 320 336,9,6.65261,1314,2706
902,1 253 334,10,6.54717,1176,2706
902,1 127 424,10,6.55605,1104,2706
902,1 188 277,10,6.55605,932,2706
902,1 346 374,10,6.55605,1442,2706
902,1 292 363,10,6.55827,1312,2706
902,1 33 142,10,6.56049,352,2706
902,1 86 285,10,6.56049,744,2706
902,1 210 248,10,6.56049,918,2706
902,1 244 307,10,6.56049,1104,2706
902,1 334 389,10,6.5616,1448,2706
902,1 340 371,10,6.5616,1424,2706
902,1 98 231,10,6.56271,660,2706
902,1 19 272,10,6.56715,584,2706
902,1 70 317,10,6.56715,776,2706
902,1 94 349,10,6.56715,888,2706
902,1 95 318,10,6.56715,828,2706
902,1 169 418,10,6.56715,1176,2706
902,1 222 367,10,6.56715,1180,2706
902,1 262 313,10,6.56715,1152,2706
902,1 264 443,10,6.56715,1416,2706
902,1 27 322,10,6.56826,700,2706
902,1 38 141,10,6.56826,360,2706
902,1 110 270,10,6.56826,762,2706
902,1 167 346,10,6.56826,1028,2706
902,1 294 435,10,6.56826,1460,2706
902,1 77 320,10,6.56937,796,2706
902,1 297 384,10,6.56937,1364,2706
902,1 176 414,10,6.57048,1182,2706
902,1 314 367,10,6.57048,1364,2706
902,1 349 444,10,6.57048,1588,2706
902,1 15 250,10,6.57381,532,2706
902,1 34 319,10,6.57381,708,2706
902,1 51 88,10,6.57381,280,2706
902,1 75 214,10,6.57381,580,2706
902,1 130 358,10,6.57381,978,2706
902,1 283 352,10,6.57381,1272,2706
902,1 284 421,10,6.57381,1412,2706
902,1 382 445,10,6.57381,1656,2706
902,1 158 220,10,6.57492,758,2706
902,1 205 384,10,6.57492,1180,2706
902,1 371 444,10,6.57492,1632,2706
902,1 389 434,10,6.57492,1648,2706
902,1 12 345,10,6.57603,716,2706
902,1 18 210,10,6.57603,458,2706
902,1 19 242,10,6.57603,524,2706
902,1 95 440,10,6.57603,1072,2706
902,1 102 217,10,6.57603,640,2706
902,1 45 262,10,6.57714,616,2706
902,1 86 441,10,6.57714,1056,2706
902,1 26 115,10,6.57825,284,2706
902,1 50 280,10,6.57825,662,2706
902,1 84 263,10,6.57825,696,2706
902,1 99 430,10,6.57825,1060,2706
902,1 106 392,10,6.57825,998,2706
902,1 106 439,10,6.57825,1092,2706
902,1 143 318,10,6.57825,924,2706
902,1 212 251,10,6.57825,928,2706
902,1 36 281,10,6.57936,636,2706
902,1 60 134,10,6.57936,390,2706
902,1 102 274,10,6.57936,754,2706
902,1 170 321,10,6.57936,984,2706
902,1 14 193,10,6.58047,416,2706
902,1 50 260,10,6.58047,622,2706
902,1 94 292,10,6.58047,774,2706
902,1 192 294,10,6.58047,974,2706
902,1 229 402,10,6.58047,1264,2706
902,1 237 250,10,6.58047,976,2706
902,1 255 292,10,6.58047,1096,2706
902,1 46 219,10,6.58158,532,2706
902,1 57 428,10,6.58158,972,2706
902,1 102 420,10,6.58158,1046,2706
902,1 209 388,10,6.58158,1196,2706
902,1 243 354,10,6.58158,1196,2706
902,1 269 324,10,6.58158,1188,2706
902,1 36 422,10,6.58269,918,2706
902,1 133 356,10,6.58269,980,2706
902,1 194 373,10,6.58269,1136,2706
902,1 217 276,10,6.58269,988,2706
902,1 290 414,10,6.58269,1410,2706
902,1 345 392,10,6.58269,1476,2706
902,1 28 414,10,6.5838,886,2706
902,1 190 250,10,6.5838,882,2706
902,1 294 370,10,6.5838,1330,2706
902,1 46 121,10,6.58491,336,2706
902,1 112 205,10,6.58491,636,2706
902,1 186 297,10,6.58491,968,2706
902,1 194 412,10,6.58491,1214,2706
902,1 222 356,10,6.58491,1158,2706
902,1 228 260,10,6.58491,978,2706
902,1 318 380,10,6.58491,1398,2706
902,1 16 266,10,6.58602,566,2706
902,1 30 265,10,6.58602,592,2706
902,1 49 208,10,6.58602,516,2706
902,1 78 400,10,6.58602,958,2706
902,1 102 177,10,6.58602,560,2706
902,1 354 405,10,6.58602,1520,2706
902,1 392 424,10,6.58602,1634,2706
902,1 12 248,10,6.58713,522,2706
902,1 32 245,10,6.58713,556,2706
902,1 54 93,10,6.58713,296,2706
902,1 81 114,10,6.58713,392,2706
902,1 85 351,10,6.58713,874,2706
902,1 97 174,10,6.58713,544,2706
902,1 114 409,10,6.58713,1048,2706
902,1 139 397,10,6.58713,1074,2706
902,1 157 221,10,6.58713,758,2706
902,1 191 293,10,6.58713,970,2706
902,1 196 247,10,6.58713,888,2706
902,1 217 305,10,6.58713,1046,2706
902,1 309 345,10,6.58713,1310,2706
902,1 340 407,10,6.58713,1496,2706
902,1 363 400,10,6.58713,1528,2706
902,1 57 92,10,6.58824,300,2706
902,1 117 210,10,6.58824,656,2706
902,1 239 322,10,6.58824,1124,2706
902,1 269 394,10,6.58824,1328,2706
902,1 284 444,10,6.58824,1458,2706
902,1 15 194,10,6.58935,420,2706
902,1 33 122,10,6.58935,312,2706
902,1 34 123,10,6.58935,316,2706
902,1 122 442,10,6.58935,1130,2706
902,1 176 323,10,6.58935,1000,2706
902,1 196 329,10,6.58935,1052,2706
902,1 329 442,10,6.58935,1544,2706
902,1 377 396,10,6.58935,1548,2706
902,1 408 421,10,6.58935,1660,2706
902,1 41 138,10,6.59046,360,2706
902,1 42 221,10,6.59046,528,2706
902,1 50 165,10,6.59046,432,2706
902,1 123 190,10,6.59046,628,2706
902,1 125 332,10,6.59046,916,2706
902,1 132 444,10,6.59046,1154,2706
902,1 214 411,10,6.59046,1252,2706
902,1 230 391,10,6.59046,1244,2706
902,1 233 372,10,6.59046,1212,2706
902,1 248 267,10,6.59046,1032,2706
902,1 278 327,10,6.59046,1212,2706
902,1 296 411,10,6.59046,1416,2706
902,1 310 351,10,6.59046,1324,2706
902,1 327 378,10,6.59046,1412,2706
902,1 13 344,10,6.59156,716,2706
902,1 18 193,10,6.59156,424,2706
902,1 32 409,10,6.59156,884,2706
902,1 40 268,10,6.59156,618,2706
902,1 67 394,10,6.59156,924,2706
902,1 83 296,10,6.59156,760,2706
902,1 148 425,10,6.59156,1148,2706
902,1 163 442,10,6.59156,1212,2706
902,1 175 398,10,6.59156,1148,2706
902,1 194 436,10,6.59156,1262,2706
902,1 214 247,10,6.59156,924,2706
902,1 229 388,10,6.59156,1236,2706
902,1 304 347,10,6.59156,1304,2706
902,1 399 422,10,6.59156,1644,2706
902,1 38 126,10,6.59267,330,2706
902,1 50 81,10,6.59267,264,2706
902,1 60 73,10,6.59267,268,2706
902,1 83 132,10,6.59267,432,2706
902,1 132 163,10,6.59267,592,2706
902,1 173 444,10,6.59267,1236,2706
902,1 202 284,10,6.59267,974,2706
902,1 202 372,10,6.59267,1150,2706
902,1 203 256,10,6.59267,920,2706
902,1 208 290,10,6.59267,998,2706
902,1 208 366,10,6.59267,1150,2706
902,1 245 378,10,6.59267,1248,2706
902,1 292 431,10,6.59267,1448,2706
902,1 17 326,10,6.59378,688,2706
902,1 19 204,10,6.59378,448,2706
902,1 30 287,10,6.59378,636,2706
902,1 35 320,10,6.59378,712,2706
902,1 37 419,10,6.59378,914,2706
902,1 39 242,10,6.59378,564,2706
902,1 48 109,10,6.59378,316,2706
902,1 53 140,10,6.59378,388,2706
902,1 56 429,10,6.59378,972,2706
902,1 58 103,10,6.59378,324,2706
902,1 67 86,10,6.59378,308,2706
902,1 73 132,10,6.59378,412,2706
902,1 76 121,10,6.59378,396,2706
902,1 95 438,10,6.59378,1068,2706
902,1 138 335,10,6.59378,948,2706
902,1 155 323,10,6.59378,958,2706
902,1 165 278,10,6.59378,888,2706
902,1 166 385,10,6.59378,1104,2706
902,1 173 286,10,6.59378,920,2706
902,1 175 284,10,6.59378,920,2706
902,1 185 330,10,6.59378,1032,2706
902,1 195 377,10,6.59378,1146,2706
902,1 289 376,10,6.59378,1332,2706
902,1 331 348,10,6.59378,1360,2706
902,1 382 432,10,6.59378,1630,2706
902,1 52 220,10,6.59489,546,2706
902,1 103 218,10,6.59489,644,2706
902,1 124 294,10,6.59489,838,2706
902,1 138 289,10,6.59489,856,2706
902,1 145 272,10,6.59489,836,2706
902,1 236 398,10,6.59489,1270,2706
902,1 236 406,10,6.59489,1286,2706
902,1 400 423,10,6.59489,1648,2706
902,1 22 268,10,6.596,582,2706
