Vertices,Gen set,Diameter,Average distance,BW,Connections
725,1 46 74,9,6.07735,242,2175
725,1 49 79,9,6.07735,258,2175
725,1 156 331,9,6.07735,976,2175
725,1 30 327,9,6.08287,716,2175
725,1 40 337,9,6.08287,756,2175
725,1 12 201,9,6.09116,428,2175
725,1 17 267,9,6.09116,570,2175
725,1 24 106,9,6.09116,262,2175
725,1 27 327,9,6.09116,710,2175
725,1 28 124,9,6.09116,306,2175
725,1 47 76,9,6.09116,248,2175
725,1 47 307,9,6.09116,710,2175
725,1 56 151,9,6.09116,416,2175
725,1 67 238,9,6.09116,612,2175
725,1 71 307,9,6.09116,758,2175
725,1 101 128,9,6.09116,460,2175
725,1 101 238,9,6.09116,680,2175
725,1 108 194,9,6.09116,606,2175
725,1 108 233,9,6.09116,684,2175
725,1 127 177,9,6.09116,610,2175
725,1 137 324,9,6.09116,924,2175
725,1 149 188,9,6.09116,676,2175
725,1 171 246,9,6.09116,836,2175
725,1 198 216,9,6.09116,830,2175
725,1 198 302,9,6.09116,1002,2175
725,1 201 353,9,6.09116,1110,2175
725,1 213 226,9,6.09116,880,2175
725,1 303 339,9,6.09116,1286,2175
725,1 326 337,9,6.09116,1328,2175
725,1 109 354,9,6.09392,928,2175
725,1 165 348,9,6.09392,1028,2175
725,1 256 286,9,6.09392,1086,2175
725,1 256 354,9,6.09392,1222,2175
725,1 51 297,9,6.09669,698,2175
725,1 83 117,9,6.09669,402,2175
725,1 199 347,9,6.09669,1094,2175
725,1 29 328,9,6.09945,716,2175
725,1 42 232,9,6.09945,550,2175
725,1 51 88,9,6.09945,280,2175
725,1 55 292,9,6.09945,696,2175
725,1 59 268,9,6.09945,656,2175
725,1 62 257,9,6.09945,640,2175
725,1 72 335,9,6.09945,816,2175
725,1 86 152,9,6.09945,478,2175
725,1 112 199,9,6.09945,624,2175
725,1 123 173,9,6.09945,594,2175
725,1 27 227,9,6.10221,510,2175
725,1 89 235,9,6.10221,650,2175
725,1 99 188,9,6.10221,576,2175
725,1 133 312,9,6.10221,892,2175
725,1 184 323,9,6.10221,1016,2175
725,1 190 334,9,6.10221,1050,2175
725,1 249 313,9,6.10221,1126,2175
725,1 264 278,9,6.10221,1086,2175
725,1 49 321,9,6.10497,742,2175
725,1 55 76,9,6.10497,264,2175
725,1 74 171,9,6.10497,492,2175
725,1 106 131,9,6.10497,476,2175
725,1 124 295,9,6.10497,840,2175
725,1 131 184,9,6.10497,632,2175
725,1 216 264,9,6.10497,962,2175
725,1 321 339,9,6.10497,1322,2175
725,1 15 198,9,6.10773,428,2175
725,1 29 226,9,6.10773,512,2175
725,1 29 324,9,6.10773,708,2175
725,1 55 238,9,6.10773,588,2175
725,1 89 327,9,6.10773,834,2175
725,1 257 334,9,6.10773,1184,2175
725,1 268 337,9,6.10773,1212,2175
725,1 37 176,9,6.1105,428,2175
725,1 38 126,9,6.1105,330,2175
725,1 62 276,9,6.1105,678,2175
725,1 73 248,9,6.1105,644,2175
725,1 98 152,9,6.1105,502,2175
725,1 122 215,9,6.1105,676,2175
725,1 208 230,9,6.1105,878,2175
725,1 288 351,9,6.1105,1280,2175
725,1 16 195,9,6.11326,424,2175
725,1 20 265,9,6.11326,572,2175
725,1 29 129,9,6.11326,318,2175
725,1 45 101,9,6.11326,294,2175
725,1 52 140,9,6.11326,386,2175
