Vertices,Gen set,Diameter,Average distance,BW,Connections
314,1 30 38,6,4.57508,138,942
314,1 70 118,7,4.57827,378,942
314,1 13 94,7,4.58147,216,942
314,1 128 145,7,4.58147,548,942
314,1 16 136,7,4.58466,306,942
314,1 18 114,7,4.58466,266,942
314,1 42 97,7,4.58466,280,942
314,1 66 109,7,4.58466,352,942
314,1 121 136,7,4.58466,516,942
314,1 123 142,7,4.58466,532,942
314,1 19 144,7,4.58786,328,942
314,1 20 95,7,4.58786,232,942
314,1 33 42,7,4.58786,152,942
314,1 86 96,7,4.58786,366,942
314,1 119 132,7,4.58786,504,942
314,1 26 60,7,4.59105,174,942
314,1 32 134,7,4.59105,334,942
314,1 11 114,7,4.59425,252,942
314,1 13 134,7,4.59425,296,942
314,1 28 121,7,4.59425,300,942
314,1 38 132,7,4.59425,342,942
314,1 38 145,7,4.59425,368,942
314,1 40 94,7,4.59425,270,942
314,1 57 96,7,4.59425,308,942
314,1 61 100,7,4.59425,324,942
314,1 74 114,7,4.59425,378,942
314,1 76 94,7,4.59425,342,942
314,1 82 102,7,4.59425,370,942
314,1 84 139,7,4.59425,448,942
314,1 88 109,7,4.59425,396,942
314,1 101 144,7,4.59425,492,942
314,1 110 132,7,4.59425,486,942
314,1 132 143,7,4.59425,552,942
314,1 74 100,7,4.59744,350,942
314,1 124 138,7,4.59744,526,942
314,1 8 120,7,4.60064,258,942
314,1 9 132,7,4.60064,284,942
314,1 10 93,7,4.60064,208,942
314,1 12 119,7,4.60064,264,942
314,1 13 116,7,4.60064,260,942
314,1 14 132,7,4.60064,294,942
314,1 14 139,7,4.60064,308,942
314,1 18 64,7,4.60064,166,942
314,1 27 44,7,4.60064,144,942
314,1 35 90,7,4.60064,252,942
314,1 40 128,7,4.60064,338,942
314,1 42 111,7,4.60064,308,942
314,1 42 152,7,4.60064,390,942
314,1 61 88,7,4.60064,300,942
314,1 76 99,7,4.60064,352,942
314,1 95 116,7,4.60064,424,942
314,1 136 145,7,4.60064,564,942
314,1 20 143,7,4.60383,328,942
314,1 31 82,7,4.60383,228,942
314,1 48 81,7,4.60383,260,942
314,1 100 122,7,4.60383,446,942
314,1 101 136,7,4.60383,476,942
314,1 44 144,7,4.60703,378,942
314,1 51 84,7,4.60703,272,942
314,1 94 117,7,4.60703,424,942
314,1 18 85,7,4.61022,208,942
314,1 28 39,7,4.61022,136,942
314,1 50 85,7,4.61022,272,942
314,1 56 133,7,4.61022,380,942
314,1 112 153,7,4.61022,532,942
314,1 118 133,7,4.61022,504,942
314,1 9 58,7,4.61342,136,942
314,1 20 109,7,4.61342,260,942
314,1 23 86,7,4.61342,220,942
314,1 26 124,7,4.61342,302,942
314,1 26 149,7,4.61342,352,942
314,1 26 152,7,4.61342,358,942
314,1 29 40,7,4.61342,140,942
314,1 35 146,7,4.61342,364,942
314,1 36 59,7,4.61342,192,942
314,1 41 72,7,4.61342,228,942
314,1 58 148,7,4.61342,414,942
314,1 65 88,7,4.61342,308,942
314,1 82 129,7,4.61342,424,942
314,1 89 152,7,4.61342,484,942
314,1 92 121,7,4.61342,428,942
314,1 98 129,7,4.61342,456,942
314,1 127 150,7,4.61342,556,942
314,1 12 55,7,4.61661,136,942
314,1 13 70,7,4.61661,168,942
314,1 47 150,7,4.61661,396,942
314,1 48 128,7,4.61661,354,942
314,1 49 64,7,4.61661,228,942
314,1 50 127,7,4.61661,356,942
314,1 54 89,7,4.61661,288,942
314,1 70 147,7,4.61661,436,942
314,1 74 137,7,4.61661,424,942
314,1 82 141,7,4.61661,448,942
314,1 102 145,7,4.61661,496,942
314,1 110 138,7,4.61661,498,942
314,1 9 50,7,4.61981,120,942
314,1 10 134,7,4.61981,290,942
314,1 11 122,7,4.61981,268,942
314,1 12 86,7,4.61981,198,942
314,1 12 136,7,4.61981,298,942
314,1 17 108,7,4.61981,252,942
314,1 18 47,7,4.61981,132,942
314,1 22 94,7,4.61981,234,942
314,1 23 108,7,4.61981,264,942
314,1 27 70,7,4.61981,196,942
314,1 28 66,7,4.61981,190,942
314,1 32 41,7,4.61981,148,942
314,1 35 134,7,4.61981,340,942
314,1 37 86,7,4.61981,248,942
314,1 46 57,7,4.61981,208,942
314,1 67 74,7,4.61981,284,942
314,1 75 102,7,4.61981,356,942
314,1 84 93,7,4.61981,356,942
314,1 84 122,7,4.61981,414,942
314,1 102 128,7,4.61981,462,942
314,1 130 142,7,4.61981,546,942
314,1 134 147,7,4.61981,564,942
314,1 14 80,7,4.623,190,942
314,1 18 142,7,4.623,322,942
314,1 26 36,7,4.623,126,942
